Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual
182902,eec87c01-a854-497c-9376-c2b8f0cb35dc,,,,,,F,,C,2020-09-08 00:00:00,9
109978,1e6b7d78-b4de-483e-bccc-26b9c0164aaf,,,,,,M,,C,2017-09-06 00:00:00,9
158193,e5c2b0fa-d4f5-47fc-927f-328bf8020d52,,,,,,M,,C,2017-09-04 00:00:00,Leaver
207057,262924ae-4a26-4ad3-8c16-3e34a6556f5c,,,,,,M,,Leaver,2018-03-16 00:00:00,7
187170,94dca479-5995-4a02-9073-6320ce820c86,,,,,,F,,C,2020-09-03 00:00:00,7
181562,46d88aad-5e17-4bc6-8fd4-9d85b49f807b,,,,,,M,,C,2018-09-07 00:00:00,12
128611,bc646706-7313-49e8-923a-a762c738688e,,,,,,M,,C,2019-10-14 00:00:00,9
132770,d7ec4259-8398-4d71-8001-d9d122e9df90,,,,,,F,,C,2020-09-02 00:00:00,11
184151,a366bd46-c688-4f3b-8b93-35a876713838,,,,,,M,,Leaver,2015-09-07 00:00:00,11
231787,612a2f96-d821-4499-806f-62ae300f1d82,,,,,,F,,C,2020-09-01 00:00:00,7
221857,c770dfbd-2c33-46c3-ba3c-273609ca11bc,,,,,,M,,Leaver,2018-09-03 00:00:00,Leaver
151179,9d25124f-31f7-441b-b1ae-59f75248bdf8,,,,,,M,,C,2015-09-03 00:00:00,10
117835,affdc862-1e3d-454f-a27e-546ad1506b44,,,,,,M,,Leaver,2020-09-03 00:00:00,8
259930,95c56355-54d4-4da9-aac3-94bb336ab6fc,,,,,,F,,C,2015-09-04 00:00:00,11
200622,157714d5-ee32-4412-b8fb-e07960045ed8,,,,,,M,,C,2016-09-02 00:00:00,7
171236,2af09653-8595-4f22-9c86-dcda99c1d787,,,,,,M,,C,2019-09-04 00:00:00,10
161996,6ba89834-608e-4748-8a9a-aaad82b4d4f3,,,,,,M,,C,2013-09-05 00:00:00,9
226347,3c67d4c1-5a81-48e3-9aad-baa2fa0c69ed,,,,,,F,,C,2013-09-03 00:00:00,8
205096,8717451e-4d6a-447b-b89d-0300585a3025,,,,,,M,,Leaver,2013-09-04 00:00:00,7
200836,cd0e6eab-8ad5-48f9-bedc-a9f483653a4e,,,,,,M,,C,2013-09-04 00:00:00,10
153003,8f5f6b48-f95f-4031-83cc-12701b1bd838,,,,,,F,,C,2018-09-05 00:00:00,Leaver
178101,5ad3743f-effc-4fa4-99d7-7905c19b8289,,,,,,M,,C,2018-09-06 00:00:00,7
225806,7aa11a6c-5d2a-4058-bf39-a05dcbaf64f2,,,,,,F,,C,2020-09-02 00:00:00,8
160845,e65481d7-11cf-41d7-91ca-0a7c5c4b8dde,,,,,,M,,C,2018-09-07 00:00:00,11
167511,a60d6a24-7dde-4b9e-8ece-91915d7f175f,,,,,,M,,C,2016-09-05 00:00:00,10
151303,97e94e55-3230-481b-9b21-6deac18d3086,,,,,,F,,C,2017-09-04 00:00:00,12
256480,623c70d0-cd26-4ab3-99ae-9ec46bad03f1,,,,,,M,,C,2019-09-04 00:00:00,7
153615,c128d4fc-53e5-4fab-9242-da62b9564044,,,,,,M,,C,2013-09-05 00:00:00,7
188665,16b46c9a-058f-4785-8cd5-22891d90cccc,,,,,,F,,C,2015-09-03 00:00:00,11
157560,039ab4a2-666b-4035-9607-9d726ef7f85c,,,,,,F,,C,2016-09-05 00:00:00,7
162178,c11e3a0d-be9f-4137-b579-62e648825017,,,,,,M,,C,2020-09-02 00:00:00,8
201513,4442e421-6b01-4cba-812a-3ac9a801844d,,,,,,F,,Leaver,2017-09-01 00:00:00,12
151039,0454eda2-048d-4ccb-b512-a5aea56ef23f,,,,,,M,,C,2017-09-01 00:00:00,Leaver
210841,d277b49b-ce83-488e-aae1-b13369b8fc9d,,,,,,F,,C,2020-09-01 00:00:00,9
98231,ff1dcbe1-b8f1-48a9-b77c-d77657df0a0b,,,,,,F,,C,2016-09-05 00:00:00,8
168259,5d779536-680f-4c7e-b513-314469437f58,,,,,,M,,Leaver,2020-09-03 00:00:00,Leaver
212046,da636ccc-9db8-4381-a95d-51bed2744017,,,,,,F,,C,2016-09-05 00:00:00,11
208965,2c1d5dc1-18bd-4c75-bf14-7f615967a953,,,,,,M,,C,2019-09-04 00:00:00,7
208231,116609b6-d6c9-4663-b390-fcba61a6fe0b,,,,,,M,,C,2016-09-05 00:00:00,12
220257,ad99b30f-fade-4ea9-8b27-baca4f39b92c,,,,,,F,,Leaver,2019-09-04 00:00:00,Leaver
170184,32763482-56d4-4a36-ad71-cdb4c9b91f52,,,,,,F,,Leaver,2020-09-02 00:00:00,8
233741,315a6ebe-bf9c-4da5-b0ab-9b070e1dbbee,,,,,,M,,C,2018-09-06 00:00:00,8
209795,8c40f9a7-def4-4033-92ae-3729b0ed355e,,,,,,F,,C,2015-09-02 00:00:00,9
165993,c6187cf4-f63c-4974-b16f-b3ee4a87adad,,,,,,F,,C,2016-09-01 00:00:00,11
127423,234e1d75-5b87-497e-81c2-1db795143275,,,,,,M,,C,2018-09-06 00:00:00,Leaver
173304,15203f37-64a8-4ca8-8c8d-c5efaa56cddc,,,,,,F,,C,2018-09-07 00:00:00,11
194714,1b3c73d7-05d8-43b7-b83f-347bf051dcbc,,,,,,F,,C,2018-09-06 00:00:00,7
174670,a3011190-9eba-424a-b515-a5b54730eec3,,,,,,F,,C,2017-09-06 00:00:00,7
169205,389c0936-ebcc-4b27-a741-6b71a0b941f1,,,,,,M,,C,2018-09-05 00:00:00,7
158649,36ac3f25-5aa0-4d4a-9452-ffe224ed3a44,,,,,,M,,Leaver,2017-09-04 00:00:00,Leaver
230867,38446da4-b689-4fb7-ad38-876c8eff7875,,,,,,F,,Leaver,2016-09-05 00:00:00,9
196010,be6430d9-f6d4-4d2e-bff0-043f5bab4ab7,,,,,,F,,Leaver,2015-09-03 00:00:00,Leaver
222320,a48e17e0-5213-416a-8d38-45ee5cfa9010,,,,,,F,,C,2013-09-04 00:00:00,12
190348,f05ef9b3-8b73-496c-918b-c8e1bfdb8d4b,,,,,,M,,Leaver,2015-09-03 00:00:00,8
252669,d93af04b-6328-4503-b344-c55e52dea1ca,,,,,,F,,C,2018-09-25 00:00:00,10
144026,69b53b82-1018-4054-8126-ddbe4a2d1038,,,,,,M,,C,2015-09-04 00:00:00,10
208438,2f4e1cc2-5a7f-4bd1-b891-e47ff0cf6036,,,,,,F,,C,2020-09-03 00:00:00,10
226776,816d2739-a73b-474c-8fa3-5cd138c28891,,,,,,M,,C,2020-09-03 00:00:00,8
147080,199376b2-151f-4458-8618-b059ad8d3c3d,,,,,,M,,C,2018-09-07 00:00:00,Leaver
219408,f4625323-5de7-4ac2-a74d-1bf020b4a944,,,,,,M,,C,2013-09-01 00:00:00,8
182899,44d422ac-856b-48af-88ed-c0b17fe3bf2f,,,,,,M,,Leaver,2013-09-04 00:00:00,8
153608,71422124-bbbd-41b7-8916-a3a5ea170824,,,,,,F,,C,2017-09-06 00:00:00,7
227973,c20a787e-b4f6-4106-acde-834e624bae91,,,,,,M,,Leaver,2016-09-01 00:00:00,9
207113,0f9e14cd-0743-499e-8994-657e8c9f0211,,,,,,F,,C,2018-09-06 00:00:00,9
190098,a4ec9487-f3ba-4cb8-a21f-067753047181,,,,,,F,,C,2013-09-05 00:00:00,9
195206,4eadf7f5-1505-44ec-ba0f-786e28b314d7,,,,,,M,,C,2020-09-03 00:00:00,10
188006,bb8a630c-b01e-451c-ab00-c6c38273ba8d,,,,,,M,,Leaver,2020-09-02 00:00:00,8
160529,3bd4161c-0fbc-41d2-9188-a4943f275422,,,,,,F,,C,2018-09-04 00:00:00,9
238051,1cf2f09d-367f-493d-98f8-ff0f50d1267b,,,,,,F,,C,2015-09-03 00:00:00,9
195902,b15161ba-011b-4c12-9970-0e72009ddbf4,,,,,,F,,C,2020-03-24 00:00:00,7
161272,7f8f7e63-ce20-49d5-be71-65f7d6ba6b2f,,,,,,F,,Leaver,2013-09-04 00:00:00,8
142087,b993d8c9-8c84-4c79-850b-4e3ff9e75a3d,,,,,,M,,C,2015-09-03 00:00:00,9
173142,36d7b61c-f9a8-428b-8dab-4c59e7acc2b3,,,,,,M,,C,2015-09-28 00:00:00,Leaver
239883,fae28a63-c96b-4142-94a2-33072fbf7ac7,,,,,,F,,C,2018-09-05 00:00:00,11
132711,a7a62f9f-8296-4ab2-b635-4c72c7a77f04,,,,,,F,,C,2020-09-01 00:00:00,7
193061,f7307783-12e5-48af-87d1-6f67758c8c36,,,,,,F,,C,2016-09-05 00:00:00,10
153420,591b4671-1e4c-480d-8228-5cd70276f0f2,,,,,,M,,Leaver,2017-11-09 00:00:00,8
216468,484cb2a1-d7ea-45b3-8eca-8d5f63eb45a0,,,,,,M,,C,2020-09-02 00:00:00,7
195328,7a134969-229f-46e9-ba90-dfff988abbad,,,,,,M,,C,2015-09-04 00:00:00,8
172038,347a0376-914e-4c79-a6c7-9f345e0c6f8e,,,,,,F,,Leaver,2017-09-06 00:00:00,Leaver
208903,647ac8c2-6864-4d44-9244-9939496f0d93,,,,,,M,,Leaver,2016-09-02 00:00:00,7
224941,fdd36375-8b0f-4239-9782-261c90372089,,,,,,M,,C,2017-09-05 00:00:00,9
103831,d829d420-f90b-4dd3-b7a4-32e615735d31,,,,,,F,,Leaver,2015-09-03 00:00:00,7
207323,76820a12-32e7-4428-b262-41dd69662f61,,,,,,F,,C,2016-09-01 00:00:00,11
138316,4ffad260-bd01-4434-8b27-68130b33ddad,,,,,,F,,C,2019-09-03 00:00:00,10
186704,6acd4350-dde8-4d0d-aea7-520b09fb43b6,,,,,,M,,C,2018-09-03 00:00:00,8
207878,11a466ba-ac07-4bd3-96b3-ba4047ed0fed,,,,,,M,,C,2019-09-04 00:00:00,8
225405,a574572c-d78f-438f-81ba-8326b9457a8d,,,,,,M,,C,2019-09-05 00:00:00,Leaver
140268,c61103bb-66ea-4774-98e4-28e28f1579a3,,,,,,M,,Leaver,2016-09-05 00:00:00,12
159447,d4df8d40-5fde-415e-92eb-87bfddf9045a,,,,,,F,,C,2017-09-06 00:00:00,12
191973,2884fd9e-8e84-4034-947f-fababc140d01,,,,,,F,,C,2019-09-05 00:00:00,12
195213,75408174-a02f-4ea6-999c-859990237e57,,,,,,F,,C,2018-09-03 00:00:00,7
126572,f064bd02-0da9-423f-bf5a-02d387d99e65,,,,,,F,,C,2018-09-06 00:00:00,12
196550,e73409b9-7103-40e1-a206-669f54ffc2de,,,,,,M,,C,2016-09-05 00:00:00,12
144952,35ae273a-b561-42e2-a6b9-792580863ad6,,,,,,M,,Leaver,2013-09-11 00:00:00,8
126358,9204b093-9f87-4f51-b1e4-2acaff11db47,,,,,,M,,C,2020-09-03 00:00:00,10
203571,9cf83d24-52b7-4fa5-9fa2-7edbf824105e,,,,,,M,,C,2015-09-03 00:00:00,9
181056,15dfcc98-d76e-45eb-8030-0080dd797ff4,,,,,,M,,C,2017-09-06 00:00:00,9
129042,2caea73e-9e6c-4934-a892-25fbccb023eb,,,,,,M,,C,2015-09-03 00:00:00,12
169062,8ac989c1-6a54-43e5-9169-1e3ea2b9389b,,,,,,M,,C,2018-09-05 00:00:00,7
169649,9c9e28a7-b62b-422b-814a-fa4664873c94,,,,,,F,,Leaver,2018-09-06 00:00:00,10
277883,6ba1187a-035d-46b8-99e4-3a2dafd8ef7d,,,,,,F,,C,2020-09-03 00:00:00,7
207877,f6ed7f65-c5b5-4a05-851b-4e3b16f2dbe3,,,,,,F,,Leaver,2019-09-04 00:00:00,8
209578,3f3a14f8-4ffa-4460-b77b-e48d818e91f8,,,,,,F,,C,2017-09-25 00:00:00,7
117432,55e0f5d0-15f1-4813-9559-e326f4891d13,,,,,,F,,C,2013-09-04 00:00:00,9
185223,07150200-8286-444e-ae03-79b80713ddd0,,,,,,M,,Leaver,2017-09-01 00:00:00,7
232547,70d2fa9d-ee35-4a33-8f87-ea355cd6cff3,,,,,,M,,C,2020-09-01 00:00:00,8
164926,c64161c8-2d96-442b-91fc-bcac07a8658d,,,,,,F,,C,2020-09-01 00:00:00,10
195304,c76cbb99-ceb9-4d9d-a8a9-013f8c255e2d,,,,,,F,,Leaver,2018-09-06 00:00:00,12
170796,6271cee7-5376-4a09-b462-ff339ac7e986,,,,,,F,,C,2017-09-06 00:00:00,7
166864,a08d2844-9be9-4668-a23f-a3a5d4bac177,,,,,,M,,C,2018-09-06 00:00:00,9
210444,e3d9883b-310f-4f10-b307-8585ac5384a6,,,,,,F,,Leaver,2019-09-26 00:00:00,Leaver
186363,54baa38d-e577-41ca-8fb8-fb138a76fe25,,,,,,F,,C,2018-09-07 00:00:00,11
231414,07ee4946-e23a-4082-ba46-bd09c596fe05,,,,,,F,,C,2017-09-06 00:00:00,10
225620,6100818b-85a4-4da6-994d-286dd63b2b27,,,,,,F,,C,2020-09-03 00:00:00,11
177835,3edc02f2-c677-46f3-bcb8-c75688632549,,,,,,F,,Leaver,2016-09-02 00:00:00,7
169797,f54c9cf4-9b32-4891-997b-b69b4ece264b,,,,,,F,,C,2020-05-04 00:00:00,10
158809,c0920038-a8dc-418f-9d40-f73d3c046e40,,,,,,M,,C,2020-09-02 00:00:00,10
193612,947fb6ba-756f-4f30-a44f-44d1c74f02af,,,,,,M,,C,2020-02-25 00:00:00,8
214704,c84d9bef-c0d0-4b8d-9618-c05ccb1f3962,,,,,,F,,Leaver,2018-09-03 00:00:00,8
260178,acb9a2d3-7043-4e6d-9fab-855b29700451,,,,,,M,,C,2020-09-03 00:00:00,10
213006,481d3948-22c0-4b5b-b06b-9a9f9d60de22,,,,,,F,,C,2018-09-06 00:00:00,8
173865,8b16d971-5a5a-45a7-8ea4-5b1969f8dff2,,,,,,M,,Leaver,2017-09-01 00:00:00,8
230842,b71cb228-ffe5-44f8-821e-91dc84dfa895,,,,,,M,,C,2017-09-06 00:00:00,10
173990,931a12cc-3891-4766-ba1e-7e2a17fecda6,,,,,,M,,C,2020-09-04 00:00:00,9
204939,dc3313a1-eb1f-4720-ab5a-64188166e675,,,,,,F,,C,2018-09-06 00:00:00,12
228263,3c67d4c1-5a81-48e3-9aad-baa2fa0c69ed,,,,,,F,,C,2019-09-02 00:00:00,10
147023,533ef0f7-d9f7-469b-9967-42bbd44573c8,,,,,,M,,C,2019-09-04 00:00:00,10
217561,575db17a-72ab-4d4b-a89e-3cbacc640c67,,,,,,F,,C,2020-09-03 00:00:00,7
233548,6e3d8a0a-3f2d-4b54-b938-58565bf9b73a,,,,,,M,,C,2016-09-05 00:00:00,12
194994,3babc655-4c34-4cce-93af-0bcaf929ee57,,,,,,M,,C,2018-09-06 00:00:00,12
191083,e97eccc1-cd13-4594-afdc-b13942d44a8d,,,,,,M,,Leaver,2015-09-04 00:00:00,7
229433,4ef4f594-e88d-4108-8e1e-fd883e1b69dd,,,,,,F,,C,2019-09-04 00:00:00,9
163627,cdae6d17-717c-4719-9cd3-9a5fba4c0523,,,,,,F,,Leaver,2015-09-01 00:00:00,7
171626,f7ab5e72-2f52-42b3-bfbe-cb7e9382117e,,,,,,F,,C,2018-02-21 00:00:00,Leaver
215027,4c5f9a5d-f4f8-40c7-95ba-0793328d1317,,,,,,M,,Leaver,2018-09-07 00:00:00,7
108873,0d3b7de7-1de8-4490-a3c4-b9bdf61f6a60,,,,,,F,,C,2018-09-06 00:00:00,7
168860,887a5bd6-7cb6-474c-ada9-2aa1c69f8728,,,,,,F,,C,2017-09-06 00:00:00,7
216207,ccbab4ba-6438-40e8-ac6d-0966fe4b4429,,,,,,F,,C,2017-09-06 00:00:00,Leaver
154617,1d7cd091-c817-4e0d-b987-971de6407f84,,,,,,F,,C,2019-09-04 00:00:00,11
198010,cfb03022-0b6f-4c05-b162-0bfab4e66d1a,,,,,,M,,Leaver,2017-09-04 00:00:00,9
178589,5bff00ff-7082-4a94-b4d8-1f2b291427d8,,,,,,F,,C,2019-09-04 00:00:00,9
213314,a3322c2e-2db8-4ee1-b514-e5f43b64d2c7,,,,,,F,,Leaver,2019-09-05 00:00:00,Leaver
133896,8561b45a-f814-440b-943c-e623ac8a3858,,,,,,M,,C,2016-09-05 00:00:00,7
205311,1b287b03-94e4-4b4b-8916-5d2d8cd56a42,,,,,,M,,C,2020-09-17 00:00:00,12
166503,50b903e4-dcf5-41f4-bae2-85b49f5da00a,,,,,,F,,Leaver,2016-09-01 00:00:00,8
206731,0dc32f30-b272-4e3a-8bc6-a9afbeb43a9b,,,,,,F,,C,2020-09-04 00:00:00,10
124769,38d14658-f9a7-4293-9fbd-bc8191c6b41b,,,,,,M,,Leaver,2016-09-05 00:00:00,Leaver
211470,beb96b74-7814-4293-9518-2b797309ca13,,,,,,F,,C,2019-09-04 00:00:00,12
212349,901ccf71-c03e-4736-b10c-feee9c5d1591,,,,,,M,,C,2017-09-06 00:00:00,10
160598,0fda44f9-3fa8-40b6-a4b7-ea181e6f1989,,,,,,F,,Leaver,2018-10-01 00:00:00,8
149798,0bb7ce9e-1136-49ce-a593-e77067160062,,,,,,F,,C,2017-09-06 00:00:00,8
231121,fece411b-1937-4924-88b7-1f8aef47f9e6,,,,,,F,,Leaver,2020-09-03 00:00:00,7
221279,fde14c91-4d0a-4721-8911-ee1572c51cf2,,,,,,M,,C,2020-09-01 00:00:00,12
176957,8bc10238-5c1e-46da-a51e-00ae87c97cde,,,,,,F,,C,2020-09-03 00:00:00,8
200329,e159d58c-53ec-4bf8-945c-83ea1f08db65,,,,,,M,,Leaver,2018-09-06 00:00:00,Leaver
92033,7dd70d7d-fd36-4ad6-bd0f-00f7b3eff184,,,,,,F,,Leaver,2019-09-01 00:00:00,9
234001,426ceafa-a27e-4e6b-a2dd-b2082e0f59e7,,,,,,F,,C,2020-09-03 00:00:00,9
221082,d9a42b5e-58a4-4976-ad13-5210eb181416,,,,,,M,,C,2020-09-01 00:00:00,11
252265,b7bc6e75-6ed5-498e-9186-f49eb1d270a2,,,,,,F,,C,2018-09-05 00:00:00,9
158938,90b09421-3787-4513-ae92-8d973c78d7b5,,,,,,M,,C,2013-09-04 00:00:00,10
201799,62938460-767a-44c3-8a3b-6a9f017f6adf,,,,,,F,,C,2019-09-04 00:00:00,9
177831,a9e8d752-58f0-4215-ab5d-1707e0d8d677,,,,,,M,,Leaver,2015-09-04 00:00:00,7
193292,877fdfba-dd32-4ba1-84b3-de955e056829,,,,,,F,,C,2016-09-05 00:00:00,7
209714,c818f915-d90f-44e9-b769-68635d58ffd6,,,,,,F,,Leaver,2013-09-05 00:00:00,Leaver
223467,397564dc-380d-4a09-856f-bd8414e256f9,,,,,,M,,C,2019-09-04 00:00:00,12
174853,f48a3653-41fd-48b5-852a-9fa572fecaca,,,,,,F,,C,2019-09-04 00:00:00,9
138107,1d022179-199e-4d58-890e-527a745ca31a,,,,,,M,,M,2017-09-01 00:00:00,12
198834,aeec46ee-989f-4d0d-8db1-a0082a3afdab,,,,,,F,,C,2020-09-03 00:00:00,11
206184,ebe76b67-be28-47fe-9dcc-acdbe2e0e914,,,,,,F,,C,2017-09-06 00:00:00,11
145425,1b8f561b-0593-47b8-9680-e877073e470c,,,,,,F,,C,2019-09-04 00:00:00,9
178982,2d1d4807-b845-491d-b326-8bf6731fa02c,,,,,,M,,C,2015-09-03 00:00:00,8
199879,5d86ee09-eb50-4fcc-8f6c-ccb65a1d82a3,,,,,,F,,C,2017-09-06 00:00:00,9
124718,c8c102a5-f6f6-40c5-9fd4-b6137d7a4bfb,,,,,,M,,Leaver,2016-09-01 00:00:00,8
148839,a89a0379-f375-4939-8d0b-748ff86ad8ef,,,,,,F,,C,2017-09-06 00:00:00,11
212632,147aad5a-117f-41c0-b581-e837a84733b5,,,,,,M,,C,2017-09-06 00:00:00,9
184201,a813e82c-a7ad-4d2b-91cb-d4067b091c63,,,,,,F,,C,2016-09-05 00:00:00,8
177509,f3f2439f-c29c-4917-a459-0de26c75ef21,,,,,,M,,C,2018-09-05 00:00:00,12
222033,af397b64-118a-4716-a8ce-3ba308e4689b,,,,,,M,,Leaver,2017-09-01 00:00:00,8
199194,e2d99ae8-90e5-4332-bd28-fe8b6a3a8e0a,,,,,,F,,C,2019-09-04 00:00:00,Leaver
195039,7b7189c0-e406-4b12-bd00-82e2dcee2a54,,,,,,M,,Leaver,2011-09-01 00:00:00,8
146796,11d91fea-423e-4c60-9235-f322488fea21,,,,,,F,,C,2020-09-03 00:00:00,9
181209,4ca36737-22b3-4135-8c05-ec10294decbc,,,,,,F,,C,2020-09-01 00:00:00,11
202137,a859495c-8d6a-4771-8516-2e44001bd4c8,,,,,,F,,C,2018-09-07 00:00:00,7
223630,0a4edddf-7f4c-4cb0-a06f-a07c1498f6ea,,,,,,F,,Leaver,2018-09-05 00:00:00,10
210371,6189a277-9b10-4cac-8a5a-eb2f851fd3bc,,,,,,M,,C,2016-09-05 00:00:00,12
199006,7e971d8d-f4fc-4633-9738-038b176a17c2,,,,,,F,,C,2018-09-03 00:00:00,10
175451,5a17f5ea-53f5-4219-a871-c0241e39dd0f,,,,,,M,,M,2019-09-04 00:00:00,11
129480,dfcd8d48-452f-43a5-a726-11f94cee02e2,,,,,,M,,Leaver,2015-09-04 00:00:00,8
164301,c315d5f1-adfe-459e-933f-0c740ac30921,,,,,,M,,C,2017-09-01 00:00:00,7
207632,43d56a8e-8edb-4e3d-9c4b-3b3fcba19a77,,,,,,M,,C,2019-09-02 00:00:00,7
153185,60aefc09-3c54-4ca0-8ad2-d7db508bef36,,,,,,M,,Leaver,2015-09-01 00:00:00,Leaver
167189,83dcf1d4-fc7e-4a92-9005-2867755ddc6e,,,,,,F,,Leaver,2017-09-06 00:00:00,11
203724,60a587b8-5360-48f5-ba73-6eb5390900ea,,,,,,M,,C,2018-09-06 00:00:00,8
199156,50aa878d-2049-4bfb-9867-2ff3c123932e,,,,,,M,,C,2020-09-03 00:00:00,Leaver
189740,9779c185-8536-42f4-87d2-f84429c68930,,,,,,M,,C,2013-09-04 00:00:00,10
212078,1e93cae2-9a66-4299-88e2-696d40eac073,,,,,,F,,Leaver,2017-09-06 00:00:00,8
183657,58185afb-41f4-4c7e-9834-c07abcaa05fc,,,,,,M,,C,2019-09-04 00:00:00,12
190337,20b8151d-75ad-4c9c-b9c0-bf0fcbb33c7b,,,,,,M,,C,2019-09-04 00:00:00,Leaver
195521,edc3dce5-a32b-4e7e-8c3c-a9baec614c9b,,,,,,F,,C,2018-09-07 00:00:00,Leaver
175134,1e064229-821f-4871-af9d-ab9e9d0966b3,,,,,,M,,C,2020-09-02 00:00:00,11
181279,69019461-9341-47a6-93eb-4a25f058eb13,,,,,,F,,C,2019-09-02 00:00:00,9
224923,3433dd27-d0d6-4b73-8bde-8f6a45903e94,,,,,,F,,C,2015-09-07 00:00:00,7
153475,40c6cbf2-0c24-4f55-ab7e-28e06a885b09,,,,,,F,,C,2015-09-03 00:00:00,11
127891,0bb3aafc-8656-418a-971e-c53390417ae8,,,,,,M,,C,2019-09-04 00:00:00,7
157937,a901fe27-73a7-4b65-8564-ab9d3513fa43,,,,,,M,,C,2018-09-05 00:00:00,7
199962,692ec2b9-47b6-4225-bc64-bcf1ac8585d6,,,,,,M,,C,2018-09-07 00:00:00,11
171999,fdf97859-0691-490c-90bb-55feb4ef90e0,,,,,,F,,C,2020-09-01 00:00:00,9
165525,dd37108d-eb88-47de-a7ef-f8d5669efcc8,,,,,,F,,C,2020-09-02 00:00:00,Leaver
178487,a920f9b4-848a-43b0-9a22-d643c9671a20,,,,,,F,,C,2020-09-02 00:00:00,9
196571,b41d39c1-8e36-4a3d-832f-de90236290b4,,,,,,M,,Leaver,2019-01-03 00:00:00,7
179861,d04d12a7-6d31-4b7d-875a-a92297507708,,,,,,M,,C,2018-09-06 00:00:00,9
156319,c435c716-64e1-4f50-af0c-9e695dc6e490,,,,,,F,,C,2019-09-02 00:00:00,11
132476,703e37be-25a4-486a-b6b0-0e9baf23acd8,,,,,,M,,Leaver,2015-09-04 00:00:00,9
186401,2f265b4e-ad2b-4963-9f84-a2a81f11fadc,,,,,,F,,Leaver,2016-09-05 00:00:00,8
223248,b53a6cff-1912-4586-aa3e-e8c069dd9f49,,,,,,M,,Leaver,2013-09-02 00:00:00,Leaver
176241,c435c716-64e1-4f50-af0c-9e695dc6e490,,,,,,M,,C,2020-09-04 00:00:00,10
183050,3f4c4324-3e37-4d90-8bf5-f080f6de2a30,,,,,,F,,C,2020-09-08 00:00:00,10
172756,bbe7cdc4-5b6b-4475-82be-c2894ad21752,,,,,,F,,C,2016-09-05 00:00:00,9
151168,0bedc571-7055-46f8-9aef-1ffc8609fa0c,,,,,,M,,C,2015-09-01 00:00:00,9
261779,e63c53f1-63ac-45c5-aa8b-9665949c53be,,,,,,M,,Leaver,2019-11-13 00:00:00,7
153293,95062ac5-ccc1-4cef-88c5-a426e1d09cd0,,,,,,F,,C,2017-09-01 00:00:00,7
198103,c2abd8da-c099-48de-af68-9203fbd61e98,,,,,,M,,C,2017-09-06 00:00:00,Leaver
180741,b50ebd67-7ac9-452c-904e-db3e748d0f45,,,,,,M,,C,2016-09-01 00:00:00,8
188175,7cff1d58-d1db-423b-b447-01bce898c1d0,,,,,,F,,C,2016-09-05 00:00:00,7
189866,5748ae2c-b796-4a8c-8553-62862a95addb,,,,,,M,,C,2019-09-04 00:00:00,Leaver
178751,a8321063-5426-4615-ab41-7a41cb6546de,,,,,,F,,Leaver,2020-09-03 00:00:00,10
228803,0d7bccbd-6c17-47c8-96b4-96728c9a51a0,,,,,,F,,Leaver,2015-09-01 00:00:00,11
181325,ebde7e87-e2b5-4b93-8843-ff1dd30ee7e3,,,,,,M,,C,2017-09-06 00:00:00,11
176584,79bd5113-db42-42f4-8e20-087ccffcddeb,,,,,,M,,C,2013-09-01 00:00:00,8
192521,cc2238eb-d1a1-4160-a7aa-f520a6805135,,,,,,F,,C,2020-09-02 00:00:00,Leaver
163315,dd7d8388-1695-4b8d-aa2e-32b2d5dc510b,,,,,,M,,Leaver,2015-09-04 00:00:00,10
137574,af54231f-c6e6-4197-8549-9da967e1f2d4,,,,,,M,,C,2019-09-03 00:00:00,9
218990,ffca22b4-3f96-4675-a013-1385f046a112,,,,,,F,,Leaver,2013-09-03 00:00:00,7
200388,9fa2b892-f762-4e7e-836b-9be8cda93067,,,,,,F,,C,2017-09-05 00:00:00,10
182450,f1d65312-8fff-498d-ad6c-43ef6750a958,,,,,,M,,C,2015-09-04 00:00:00,9
212471,b8e621a5-b779-423d-a245-3445b887fbae,,,,,,M,,C,2013-09-01 00:00:00,11
191135,01cd606e-2399-42a0-8cff-ae74486e6111,,,,,,F,,C,2017-09-06 00:00:00,10
195154,bfed7049-914a-4892-b107-e9a3652b305f,,,,,,M,,Leaver,2013-09-03 00:00:00,8
247538,cd8e578e-ba1a-4f4c-9dba-74928723427f,,,,,,M,,C,2018-09-05 00:00:00,Leaver
122145,d1ea0cfd-16e9-4cda-a508-a33e77947cc7,,,,,,F,,Leaver,2013-09-04 00:00:00,9
183479,05bfe83d-ab06-45b4-9865-09d28b21a0e9,,,,,,M,,C,2018-09-07 00:00:00,12
139006,2294a282-5ab8-4e85-918a-18b75caa665b,,,,,,M,,C,2020-09-03 00:00:00,7
197012,8144f965-4748-4d0f-900e-3e411833d6e4,,,,,,F,,C,2016-09-05 00:00:00,11
174755,c98a9b65-0337-424e-86f7-9fa86e32cd6a,,,,,,M,,C,2017-09-06 00:00:00,9
199529,3c5f270a-6bfe-4ef9-bb5b-2fbf6bfc1036,,,,,,M,,C,2020-09-07 00:00:00,9
183923,1ecc663b-3312-4c88-a195-bcc462d4cc08,,,,,,F,,Leaver,2020-09-02 00:00:00,8
