Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
183241,bdae324a-a988-4218-ad66-1c25f568202f,,,,,,M,,C,2018-09-04 00:00:00,10,145,9,3,,,,,,,,,3,
183779,d8e54a28-35e6-47f1-b0fa-799df3759acb,,,,,,F,,C,2019-09-05 00:00:00,9,138,,,,,,,,,,,,
218698,efb2d66a-a36b-422d-b167-7b5afee10c7b,,,,,,F,,Leaver,2018-09-07 00:00:00,11,131,,3,,,,,,,,,,
272041,29d2185d-fd60-4720-889d-ef352baaae44,,,,,,F,,C,2018-09-06 00:00:00,11,144,2,1,,,,,,,,,,
183789,661045df-5842-4f25-b1b9-94a7a1ebc254,,,,,,M,,C,2015-09-01 00:00:00,7,140,9,,,,,,,,,,,
227955,ddec838f-0c1f-46bf-aecd-d4bb0e7bbbbd,,,,,,M,,C,2017-09-06 00:00:00,9,136,8,,,,,,,,,,,
160940,2d23f879-5c63-4060-be37-267a74eb9195,,,,,,M,,C,2016-09-05 00:00:00,9,127,9,,,,,,,4,,,,
141817,f34b5042-503a-4bf2-9dd0-7f7800c3e6cb,,,,,,M,,C,2016-09-05 00:00:00,Leaver,133,,2,,,,,,,,,5,
193693,1ca5cf68-1659-4ac0-8cbd-88d7eb7a9870,,,,,,F,,C,2015-09-04 00:00:00,7,131,6,1,,,,,,2,,,,
234831,e1155b96-f290-4ba8-8caf-514ee4436fd8,,,,,,M,,Leaver,2018-09-05 00:00:00,8,126,,1,,,,,,,,,,
188959,79a36d42-1356-4b54-9397-dcac5a7b2608,,,,,,M,,C,2019-09-04 00:00:00,9,146,,,,,,,,,,,,
193456,018d7f3d-60bb-4bb4-a854-3954650ba8cf,,,,,,M,,C,2015-09-04 00:00:00,8,141,10,2,,,,,,,,,,
206507,de3c15f0-1972-40e0-903f-e2a55e32e8a1,,,,,,M,,C,2018-09-05 00:00:00,8,130,10,2,,,,,,,,,,
211343,f0f2894c-dee2-4d29-9523-5d61e5fffd23,,,,,,F,,C,2019-09-18 00:00:00,Leaver,138,11,,,,,,,,,,,
191615,bed1ef9b-df83-4c18-a707-4bd429942e97,,,,,,M,,C,2015-09-01 00:00:00,9,139,7,,,,,,,,,,4,
224296,63fa7515-05a5-4b51-a852-b2c0142de695,,,,,,F,,C,2018-09-05 00:00:00,11,142,,,,,,,,,,,4,
230185,a48d3d73-69cd-4c9b-bda9-cf32e4719633,,,,,,M,,C,2019-09-04 00:00:00,10,144,10,2,,,,,,,,,,
232410,4d29d3b2-1f63-45ed-8b0d-596054e6d078,,,,,,M,,C,2018-04-17 00:00:00,9,139,11,2,,,,,,,,,7,
190331,0dedeeb7-90cc-459d-9c14-06f8e8f6cef7,,,,,,M,,C,2015-09-04 00:00:00,7,134,4,1,,,,,,6,,,,
187130,ba253d7e-a9a8-4626-8109-fbe9b500763b,,,,,,F,,C,2018-09-06 00:00:00,9,144,3,,,,,,,,,,,
133902,f32bef38-6d3a-40be-89c3-d9b50f16fa76,,,,,,F,,C,2019-09-03 00:00:00,7,136,12,,,,,,,4,,,4,
183626,739fc33e-8031-4d3b-947b-fc640bd24cfd,,,,,,M,,C,2016-09-05 00:00:00,11,138,,,,,,,,4,,,,
203405,67bf1f95-ef10-4902-828b-8457d36d723c,,,,,,M,,C,2019-09-03 00:00:00,11,145,2,,,,,,,,,,3,
248226,e521b3e3-d1b1-407a-b2d2-77ad581ee2b8,,,,,,F,,C,2017-09-18 00:00:00,7,134,9,3,,,,,,3,,,,
203242,aef6809d-e6e1-4050-8e93-6118dc52daa8,,,,,,M,,Leaver,2017-10-30 00:00:00,7,141,10,2,,,,,,3,,,1,
135087,d33d12ce-2f90-42d6-9091-6a3012c34b53,,,,,,F,,C,2015-09-04 00:00:00,7,128,5,,,,,,,2,,,4,
172295,d859fdbf-3260-4d7e-8681-f61191b165e3,,,,,,M,,C,2018-09-07 00:00:00,7,129,1,1,,,,,,3,,,,
239638,69aed538-b69b-437a-a154-ede7d37a177c,,,,,,M,,C,2016-09-01 00:00:00,8,141,7,,,,,,,,,,,
226447,10d45bbd-f803-4ebe-b4ed-26a07eb57c6d,,,,,,M,,C,2017-09-05 00:00:00,9,127,12,,,,,,,3,,,,
172357,de32e612-f710-4c61-8615-65a51aaedebf,,,,,,M,,C,2015-09-04 00:00:00,9,132,,2,,,,,,,,,,
255311,0e6aa892-1b04-4dec-86a2-313ae10e97e7,,,,,,F,,C,2019-12-13 00:00:00,10,145,,2,,,,,,4,,,,
131813,af35a04b-b0a2-4952-b905-8bf901f79fe3,,,,,,F,,C,2019-09-04 00:00:00,11,135,,2,,,,,,,,,,
145085,d69c6491-61d4-40d3-9e2a-1f3bb8803541,,,,,,F,,C,2019-03-21 00:00:00,10,140,4,1,,,,,,,,,,
218950,cf429f94-2ddf-4db6-84d7-775c8fd11e86,,,,,,M,,C,2019-09-04 00:00:00,11,140,,2,,,,,,,,,5,
159275,a9711300-91e5-4278-9b57-b2b85198cbcb,,,,,,F,,C,2015-09-01 00:00:00,7,131,5,2,,,,,,,,,,
209893,014e81ca-202d-49a3-b33f-8dc7b7935f66,,,,,,F,,C,2015-09-02 00:00:00,7,117,3,1,,,,,,,,,7,
237674,76725444-5292-4fb1-8304-0c15e5b99518,,,,,,F,,C,2018-09-04 00:00:00,8,139,,,,,,,,4,,,,
226419,7f47c227-516c-48f4-8bdd-aed41ca5388d,,,,,,M,,C,2019-09-04 00:00:00,Leaver,125,1,,,,,,,,,,6,
210028,f495a619-e73d-4a03-9a3f-327a2dcd89c8,,,,,,M,,C,2018-09-03 00:00:00,10,142,,,,,,,,5,,,,
194818,417b818c-06ea-4f0c-8c43-8f9c058259f0,,,,,,F,,C,2019-09-04 00:00:00,9,141,,3,,,,,,,,,,
122247,6bc0ffdf-8a78-4dbf-bf87-c7980d74af6a,,,,,,F,,C,2016-09-01 00:00:00,10,116,7,2,,,,,,,,,,
168288,0d529831-0495-4ea5-b71a-1a577031056d,,,,,,F,,C,2018-09-25 00:00:00,10,116,,2,,,,,,,,,,
216082,9a7d0889-43ab-4d88-9c68-ce6e6ff4da60,,,,,,M,,C,2016-09-01 00:00:00,12,134,,3,,,,,,,,,8,
227459,b9f3d01f-477f-46b3-8f5a-e490a6361bc4,,,,,,M,,C,2019-09-04 00:00:00,8,136,10,,,,,,,,,,,
94701,9844da4b-eb3f-4cbb-8b66-1fecd83072be,,,,,,F,,C,2011-09-01 00:00:00,10,121,7,2,,,,,,,,,,
243800,4fc5e302-bde2-4db2-ae4e-d2f33108c0a2,,,,,,M,,C,2018-09-04 00:00:00,11,144,,,,,,,,3,,,,
205987,1fe71e34-b717-47d0-b9e6-be3882d7d295,,,,,,M,,C,2018-09-03 00:00:00,8,139,13,2,,,,,,,,,8,
149201,c965ba2c-dcef-4e5f-aaf0-75de3d4c19cb,,,,,,F,,Leaver,2018-02-21 00:00:00,9,110,7,,,,,,,,,,,
180136,20d195c4-47da-49f8-a07e-996a1742f282,,,,,,M,,C,2016-09-05 00:00:00,7,142,2,2,,,,,,3,,,7,
109191,ee7f1a54-2c77-4930-a0b0-e16541f356d5,,,,,,M,,C,2016-09-05 00:00:00,7,109,,1,,,,,,,,,,
179090,dd56c572-d6e2-4c50-8e40-d0ede058ff93,,,,,,M,,C,2017-09-06 00:00:00,7,125,,,,,,,,,,,,
182929,81bccc03-8657-424f-b244-59d046556e88,,,,,,F,,C,2016-09-01 00:00:00,11,137,,,,,,,,,,,,
178446,a1623780-60a2-4cbe-a79e-4df11e54c4e0,,,,,,F,,Leaver,2016-09-05 00:00:00,11,113,,,,,,,,,,,,
172981,6e61b915-0ea1-4b02-a3cb-86dac809a9a4,,,,,,F,,Leaver,2017-09-04 00:00:00,8,142,,1,,,,,,3,,,6,
214271,8fce45d2-0d60-4c8c-bde9-bebf3fb0e4bb,,,,,,M,,C,2017-09-04 00:00:00,7,127,2,,,,,,,3,,,5,
233082,13a153d3-d4b7-4aa3-9975-c0f32034845b,,,,,,F,,C,2015-09-04 00:00:00,10,141,7,2,,,,,,1,,,,
192344,952ca850-20e3-4e2c-9499-9e5bae9a1707,,,,,,F,,C,2019-09-04 00:00:00,10,127,,1,,,,,,6,,,,
185216,d27f6ada-bcf8-4252-82e2-1b2a17778c46,,,,,,M,,C,2019-09-04 00:00:00,7,131,,,,,,,,,,,,
193397,bd710bdf-4810-4733-8517-6ba17d36b33f,,,,,,M,,C,2018-09-07 00:00:00,9,138,10,,,,,,,2,,,,
171432,2706b409-d9b4-4ca1-bb8c-a495b818afd0,,,,,,F,,C,2018-09-07 00:00:00,9,128,5,2,,,,,,,,,,
225259,04eef679-8129-49db-b9d6-1d8ad75b59f2,,,,,,M,,C,2015-09-01 00:00:00,10,139,6,3,,,,,,,,,,
218177,92e5b8fe-102d-4b89-9fb4-c3626b7a0157,,,,,,M,,C,2019-09-03 00:00:00,11,131,11,,,,,,,2,,,,
175456,b76aac12-e79f-4a47-8b34-2eca57643079,,,,,,F,,C,2015-09-03 00:00:00,9,127,9,2,,,,,,,,,,
156414,2d3e7220-1cb3-4952-b251-cc8bb1d0eba2,,,,,,F,,C,2016-09-05 00:00:00,9,116,,,,,,,,4,,,8,
217228,6cb1cd4e-7e98-4da5-89d2-a31819275948,,,,,,M,,C,2018-09-04 00:00:00,10,140,,2,,,,,,2,,,,
209045,d43d98d6-e25a-479d-b4b3-c456f3884398,,,,,,F,,C,2019-09-04 00:00:00,8,127,1,1,,,,,,,,,,
187065,eacb3cf6-fdcc-44ff-b8d3-52e34d7fc6fc,,,,,,M,,Leaver,2015-09-02 00:00:00,10,145,5,1,,,,,,,,,6,
188837,08117599-70dc-4ae4-9489-1187e3779861,,,,,,M,,C,2019-09-03 00:00:00,11,142,14,2,,,,,,,,,,
188923,636a9306-a021-4e50-bb4b-5101402a35d0,,,,,,M,,C,2015-09-04 00:00:00,9,141,,2,,,,,,5,,,,
178469,5d2b51b6-1683-454f-a095-7e8d46a8cfb2,,,,,,F,,C,2017-09-04 00:00:00,8,135,6,,,,,,,4,,,,
224356,196cf978-a075-411f-8b94-54788f880c70,,,,,,F,,C,2018-09-07 00:00:00,11,144,10,,,,,,,,,,,
177791,2c3d3857-68b8-4660-8035-4448bb0e098e,,,,,,M,,C,2018-09-05 00:00:00,9,137,6,2,,,,,,,,,,
181111,693931e1-8dd2-4d49-8c7a-abcb687966d4,,,,,,F,,C,2015-09-03 00:00:00,9,109,,,,,,,,,,,,
151612,fbb83623-6dfe-462d-84ec-990e135fac54,,,,,,F,,C,2017-09-06 00:00:00,9,126,7,,,,,,,,,,,
179690,4eb3ebb2-3fe8-4970-87be-5f5d67ab310b,,,,,,F,,Leaver,2018-09-25 00:00:00,Leaver,139,10,,,,,,,,,,,
162406,f114a7a1-99de-4d02-b804-1de9a6e4b99a,,,,,,M,,Leaver,2015-09-02 00:00:00,11,115,,1,,,,,,4,,,5,
216172,8068d798-3540-47b7-9068-dd2fb347702a,,,,,,F,,C,2018-09-03 00:00:00,7,140,,,,,,,,,,,,
196504,e45c6452-41e0-4b66-a866-c04239409baa,,,,,,M,,C,2015-09-04 00:00:00,8,130,,,,,,,,3,,,,
226117,4fc77ffa-12ad-4170-a41d-3e73d179f3ca,,,,,,F,,C,2018-09-07 00:00:00,8,137,,,,,,,,,,,,
211076,625db5ab-f757-455c-9aef-1f874771173b,,,,,,F,,C,2016-10-03 00:00:00,10,129,2,,,,,,,,,,,
230331,1c264e46-f332-45c9-aa90-ea1e6a15fecb,,,,,,M,,C,2018-09-07 00:00:00,7,144,6,,,,,,,,,,,
204948,ff1a7bd1-c72c-4a22-b612-fc5ed53f207c,,,,,,F,,C,2019-05-13 00:00:00,Leaver,137,4,,,,,,,4,,,7,
139702,c48e3d3d-1743-4348-acfe-03a45c12e5bf,,,,,,F,,C,2019-09-02 00:00:00,Leaver,145,1,2,,,,,,,,,,
192866,d6c3f09b-0a31-4433-a282-05501ca9a325,,,,,,F,,C,2015-09-01 00:00:00,7,141,,1,,,,,,,,,5,
227619,736587f6-5ee7-4651-9153-dcbf987252f5,,,,,,M,,C,2011-09-01 00:00:00,7,130,,1,,,,,,,,,,
240370,6aea305a-6cc5-4d7a-b4cf-5727e460dfcb,,,,,,M,,Leaver,2015-09-01 00:00:00,9,137,,,,,,,,,,,,
223668,3eaf6b13-76d2-469e-b08d-0e1e3bd45dac,,,,,,F,,Leaver,2016-09-01 00:00:00,10,138,9,1,,,,,,,,,,
139481,36ec9dd6-fcef-4af9-8547-a7721f11b74b,,,,,,F,,C,2018-09-10 00:00:00,9,140,3,,,,,,,,,,,
211647,4e5c45ea-15c7-4389-89f6-8555887217ec,,,,,,M,,C,2018-09-06 00:00:00,7,136,,,,,,,,,,,,
242775,7330f9b9-0f1c-42b6-a238-ffb24d588b14,,,,,,F,,C,2019-09-04 00:00:00,9,135,,,,,,,,4,,,,
170469,2df870f1-6fe1-43c3-a949-1514071d44bb,,,,,,F,,Leaver,2016-09-05 00:00:00,7,142,,,,,,,,,,,,
248657,e5f16202-45a8-4379-869c-484db615a5f0,,,,,,F,,C,2019-09-04 00:00:00,10,140,,2,,,,,,,,,,
163939,6dc6bb02-b66f-42c8-9608-5fb7865b1881,,,,,,F,,C,2015-09-04 00:00:00,7,137,8,2,,,,,,,,,3,
158408,43205c25-d2ae-44b4-bf3b-88b882f4ccf9,,,,,,M,,C,2019-09-04 00:00:00,10,131,,,,,,,,,,,,
199134,c747099d-bd35-4c73-9ab1-5611a20bd908,,,,,,F,,C,2018-09-05 00:00:00,11,144,10,,,,,,,,,,4,
190780,40b52334-a073-4049-9e2e-58b7532613e6,,,,,,M,,Leaver,2017-09-06 00:00:00,9,139,,3,,,,,,,,,,
163872,f889533f-eff1-451d-a1ac-a8a4be393337,,,,,,M,,Leaver,2016-09-05 00:00:00,8,139,,2,,,,,,,,,,
209021,43bfd662-fed5-4e20-8613-ac08571df251,,,,,,F,,C,2017-09-06 00:00:00,10,134,,2,,,,,,,,,6,
176102,a27f7764-0a20-4b5f-8461-6aad600e611c,,,,,,M,,Leaver,2018-09-06 00:00:00,10,136,9,,,,,,,,,,5,
219731,796216a7-2829-4dc6-8e37-65c972211490,,,,,,F,,Leaver,2019-09-02 00:00:00,10,131,,,,,,,,,,,,
140201,b5787735-5c7e-4690-8644-7324ee5ea051,,,,,,M,,C,2019-09-04 00:00:00,9,129,4,,,,,,,5,,,6,
216586,573909cb-8631-4685-b932-6693926d999e,,,,,,F,,C,2019-09-04 00:00:00,10,128,7,2,,,,,,,,,,
171568,a076576e-deb0-4da7-abc7-0d372d8b20ee,,,,,,M,,C,2015-09-04 00:00:00,8,136,,,,,,,,,,,,
203280,7b925851-aa2c-4574-b48e-ff50526aa84c,,,,,,F,,C,2018-09-07 00:00:00,Leaver,133,4,,,,,,,,,,,
151793,95b7a9a8-2053-461e-a2d3-0564060a0c21,,,,,,M,,C,2018-09-03 00:00:00,9,121,,,,,,,,,,,,
180067,bc9975cd-9177-420f-b7ad-eb1cbe8e2758,,,,,,F,,C,2018-09-05 00:00:00,8,134,,1,,,,,,,,,,
231173,0a29f09b-1f93-48ea-ba67-76f3dc823f44,,,,,,M,,C,2016-09-05 00:00:00,9,143,9,,,,,,,3,,,6,
172709,aad8f167-d65f-4dee-b6ca-915a81ec0451,,,,,,M,,C,2018-09-03 00:00:00,Leaver,137,8,,,,,,,,,,,
249953,a1b5da93-b222-4e3f-b8fd-b1a61c90eb0d,,,,,,M,,C,2018-09-05 00:00:00,Leaver,136,12,1,,,,,,,,,,
221591,9b66453d-19dc-44c6-b8bc-08dce0d7b58d,,,,,,M,,C,2018-09-05 00:00:00,7,142,6,,,,,,,,,,,
173597,8d4ab61e-be27-418b-9f91-8defed2be2c9,,,,,,M,,C,2017-09-01 00:00:00,10,144,8,2,,,,,,,,,4,
163525,3b5e19cc-0347-447d-b8d8-acd3355b1c19,,,,,,F,,C,2018-09-05 00:00:00,9,143,12,1,,,,,,,,,,
190079,a36d4002-9d81-4690-b78c-e1a02d6bd301,,,,,,M,,C,2019-09-02 00:00:00,10,128,9,2,,,,,,,,,,
276899,002b4d54-7419-441b-80c5-69fdc07139cf,,,,,,F,,C,2017-09-06 00:00:00,10,134,,,,,,,,4,,,,
201831,7b12c367-11b2-43f7-8f0b-4e94192941a7,,,,,,F,,C,2015-09-01 00:00:00,9,118,,,,,,,,1,,,,
207492,6d77f193-ead9-4274-a30a-ce2b62a602da,,,,,,F,,C,2019-09-04 00:00:00,8,129,4,,,,,,,3,,,,
229006,16c84435-27a4-4ac3-b3b8-cfdae5d3384a,,,,,,M,,Leaver,2018-09-04 00:00:00,7,145,11,1,,,,,,,,,,
212071,3284e78c-ca50-4676-a43c-11e430a1acf1,,,,,,F,,C,2015-09-03 00:00:00,8,124,,2,,,,,,,,,,
216515,c9897e30-c821-485d-8b62-9cad7c62cd61,,,,,,M,,C,2017-09-06 00:00:00,11,124,3,,,,,,,3,,,,
159863,06c3f61a-a3eb-4580-8c63-3da0d454c76a,,,,,,M,,Leaver,2019-09-04 00:00:00,8,125,,,,,,,,2,,,,
169074,4b019f4e-fdfa-4705-ba6c-275d76c84bad,,,,,,M,,C,2019-09-03 00:00:00,7,121,,,,,,,,3,,,,
186130,f40cba0a-499c-4950-b4e0-c8bbe4212964,,,,,,F,,C,2016-09-05 00:00:00,10,142,3,1,,,,,,3,,,,
154163,2d689d9a-985f-4f81-9686-36f4564794bb,,,,,,M,,Leaver,2015-09-21 00:00:00,7,132,5,,,,,,,4,,,,
200106,b73ceae9-c632-4dcf-b20e-10282b933ad6,,,,,,M,,C,2018-09-07 00:00:00,11,139,8,2,,,,,,,,,,
236078,32600409-6f7f-4f78-b11c-78a106532a32,,,,,,F,,C,2015-09-03 00:00:00,9,145,4,,,,,,,,,,6,
173136,d36eff90-d71a-4ce4-ab95-e20baa8b4b59,,,,,,F,,C,2017-09-01 00:00:00,8,120,,,,,,,,3,,,,
263483,647ce006-70ad-4a09-827b-dec7d358e751,,,,,,F,,C,2018-09-01 00:00:00,8,133,,,,,,,,,,,,
177366,e2390cd2-d2f1-4047-bb74-0b7e5434e6a1,,,,,,M,,C,2018-09-04 00:00:00,8,106,,,,,,,,,,,,
239724,76ea90c6-309a-48ba-a2ac-240baa0687d0,,,,,,F,,C,2018-09-07 00:00:00,9,145,,,,,,,,,,,,
172532,8091cc14-86b7-4fd7-9049-4ae1e58b8112,,,,,,F,,Leaver,2017-09-06 00:00:00,8,122,,,,,,,,,,,,
199676,63544527-284d-4bc7-a490-652f01b6ffe6,,,,,,M,,C,2018-09-01 00:00:00,7,137,,,,,,,,,,,5,
138538,494d2431-6494-4e1c-95ba-d8fcb0de438c,,,,,,F,,C,2017-09-06 00:00:00,9,132,12,,,,,,,,,,,
208865,a9bf0973-2339-494d-ad7b-f0fd8da8ef8e,,,,,,M,,C,2019-09-04 00:00:00,9,120,,,,,,,,,,,,
210806,3e8ee822-2c33-4a13-ad0d-8406fe2ae3b7,,,,,,F,,C,2016-09-05 00:00:00,11,145,,,,,,,,,,,,
217562,f82e12b7-9a4f-48a6-9954-d476fe634984,,,,,,F,,Leaver,2017-09-04 00:00:00,10,124,4,,,,,,,,,,,
200104,18a15e96-4a27-43d8-b7b9-55bc57f17796,,,,,,M,,C,2015-09-03 00:00:00,9,140,4,,,,,,,,,,,
224738,79ae2992-2299-4772-b4d5-e9b79060bfe0,,,,,,M,,C,2017-09-06 00:00:00,8,118,10,2,,,,,,4,,,,
125592,37862a63-2113-409b-a3e1-a5f7ff7b3df3,,,,,,M,,Leaver,2017-09-04 00:00:00,8,122,,2,,,,,,2,,,,
195490,dc50d66c-a086-4a87-8b52-fbcbaf1cba63,,,,,,F,,Leaver,2016-09-05 00:00:00,8,132,,,,,,,,,,,,
171857,862406a6-99ac-49bd-816a-6dc298fa15b3,,,,,,F,,C,2015-09-03 00:00:00,9,142,11,,,,,,,,,,,
203089,ac9dd6a6-0293-4c7e-a783-3f05bc44412e,,,,,,F,,C,2017-09-13 00:00:00,7,121,7,3,,,,,,4,,,,
227139,a0891af6-c608-48d1-a16a-421b942337eb,,,,,,M,,C,2019-09-04 00:00:00,7,142,9,1,,,,,,,,,,
159872,3adac5dc-f818-47f4-9b6d-bd30ec8f3125,,,,,,F,,Leaver,2016-09-05 00:00:00,8,132,12,,,,,,,3,,,,
193929,176a7ccf-ccf9-4f2f-ab7e-b4b42f756be1,,,,,,M,,C,2016-09-05 00:00:00,8,146,12,1,,,,,,,,,,
200588,5de2cb86-425f-4c7e-99dc-d7c01644dff3,,,,,,F,,Leaver,2016-09-01 00:00:00,8,138,,2,,,,,,,,,5,
184266,624eadf1-51b3-4c0b-a39e-14fc71830287,,,,,,F,,C,2017-09-06 00:00:00,10,142,,2,,,,,,,,,,
249207,87fe60d0-1ff4-4022-ad64-e9f59f40c82e,,,,,,F,,C,2019-09-03 00:00:00,9,140,,3,,,,,,,,,6,
187880,410f0d89-94bc-4c14-b1ba-341a18da4784,,,,,,M,,Leaver,2019-11-04 00:00:00,10,135,11,,,,,,,,,,,
165465,c801c3fa-8379-44c3-bad8-9320fe23328a,,,,,,M,,C,2015-09-04 00:00:00,12,139,14,,,,,,,,,,7,
207525,b2a771ff-633e-48ef-add7-028126b5c0e7,,,,,,F,,C,2017-09-06 00:00:00,8,146,13,2,,,,,,,,,,
182093,317c7140-84ef-4002-8fb8-e152e3f2efaa,,,,,,F,,C,2017-01-05 00:00:00,8,123,14,3,,,,,,,,,,
201158,ab1a9287-6d8b-4355-bfd4-8dd4c9b014bb,,,,,,F,,Leaver,2018-09-04 00:00:00,10,136,,,,,,,,,,,,
190541,19cdd5c5-4835-43a1-9eff-3e0b28088e48,,,,,,M,,C,2018-09-07 00:00:00,10,133,,,,,,,,,,,,
188791,1a3c534f-c6c1-4a42-a44e-06815ef0af8a,,,,,,F,,Leaver,2016-09-05 00:00:00,7,145,4,1,,,,,,,,,,
173439,60f791d6-5f7f-4518-870e-10aafda399f6,,,,,,M,,C,2018-09-04 00:00:00,8,125,10,2,,,,,,4,,,,
136581,c61be1e7-60f0-4fd9-9bf1-3ab985744def,,,,,,M,,C,2015-09-01 00:00:00,9,133,4,,,,,,,,,,,
220460,2c706cab-5d06-425f-86ee-050c44ff8d68,,,,,,F,,C,2017-09-04 00:00:00,7,139,7,1,,,,,,,,,7,
150749,268acaf9-c493-49bd-b2a3-5af33ebd6c7d,,,,,,M,,C,2017-09-06 00:00:00,8,136,6,,,,,,,,,,,
156519,6c6d3ad5-5c69-4ffd-b246-98fa8db4fe8a,,,,,,F,,C,2016-09-01 00:00:00,9,120,,,,,,,,,,,6,
183337,363c8b0d-8eab-437a-afe2-c32d59b5401e,,,,,,F,,C,2017-09-06 00:00:00,8,99,,,,,,,,3,,,,
153775,c71c4f49-ce74-4265-a7c8-f6419613bbe8,,,,,,M,,C,2019-09-04 00:00:00,11,129,,,,,,,,,,,,
245051,68915933-3ceb-4f4e-ab0a-78fa0cd83296,,,,,,M,,C,2017-09-04 00:00:00,7,145,,2,,,,,,,,,6,
181470,a53672bc-9d3c-4fd6-b279-d2261a762336,,,,,,F,,C,2019-09-04 00:00:00,8,139,,1,,,,,,,,,,
210661,9d94f4c1-ea13-4557-ba79-12c472bf30a0,,,,,,M,,C,2019-11-18 00:00:00,8,134,7,1,,,,,,,,,,
163694,8104de72-c4b2-41fd-91c6-e021d735c218,,,,,,M,,C,2019-09-03 00:00:00,8,114,8,3,,,,,,,,,5,
151298,f7d69f88-6b64-46ef-acdb-aa578aa61c46,,,,,,M,,Leaver,2017-09-06 00:00:00,Leaver,141,8,,,,,,,,,,,
153592,28019561-fe54-49ae-8227-940699f3821f,,,,,,M,,C,2017-09-04 00:00:00,10,112,,1,,,,,,3,,,6,
175109,fabbd757-1a3a-48af-bc89-e17c6d8b099e,,,,,,F,,C,2018-09-07 00:00:00,9,137,7,3,,,,,,,,,,
202200,e256794a-d387-4d3a-b8d6-28b15b608dbd,,,,,,F,,C,2019-09-04 00:00:00,8,130,7,,,,,,,3,,,,
157020,d66fa353-82d8-4fcd-a07b-2ffbc9ca2f3f,,,,,,M,,C,2018-09-03 00:00:00,8,145,2,2,,,,,,,,,6,
161284,b2d0d423-bf62-492f-9d88-e0d6a1832837,,,,,,F,,Leaver,2015-09-03 00:00:00,8,134,5,,,,,,,,,,,
192470,cf7c2793-3e99-4e36-b602-bfdb584ce244,,,,,,M,,C,2018-09-06 00:00:00,9,145,8,2,,,,,,4,,,,
144164,b3a52ad4-de20-4858-a8de-5d81b014457b,,,,,,M,,C,2017-09-04 00:00:00,9,114,6,,,,,,,3,,,,
206085,07092cb3-5913-4865-b558-44e677251c35,,,,,,F,,C,2015-09-03 00:00:00,8,143,,,,,,,,,,,,
225072,a1c3b9b7-1819-40a2-8a7d-f24a32b51e4c,,,,,,F,,C,2019-09-01 00:00:00,10,127,,2,,,,,,,,,,
182414,d9a843c6-ddc5-4b62-8e2f-186ae929ae7d,,,,,,F,,C,2017-09-06 00:00:00,8,140,13,,,,,,,4,,,3,
207246,0d410b12-8a93-4ca5-942d-d42f0b26324d,,,,,,F,,C,2018-09-07 00:00:00,7,142,13,,,,,,,,,,6,
229561,6d70eca0-e14e-4db0-965f-821ac5b736d9,,,,,,M,,C,2015-09-01 00:00:00,8,145,4,,,,,,,,,,,
194500,c2ed3184-2260-4e2f-b4e3-3ace5d2ce626,,,,,,F,,C,2016-09-05 00:00:00,7,121,6,1,,,,,,,,,,
158407,e546e267-fc1c-45de-b863-36fe477672a1,,,,,,F,,C,2015-09-09 00:00:00,11,123,,2,,,,,,,,,,
151512,fc907517-4c8a-4975-bda4-aeb8b61524d8,,,,,,M,,C,2016-09-05 00:00:00,7,113,14,2,,,,,,,,,,
161157,08918e3d-7934-4159-af3f-bfac58503405,,,,,,F,,C,2017-09-06 00:00:00,10,136,,2,,,,,,,,,,
102367,8e5c4140-4948-46a9-b695-aec888cb5bff,,,,,,F,,C,2016-09-05 00:00:00,10,111,,1,,,,,,,,,,
210287,61537a9b-3b6e-48c7-93bf-523d82d44568,,,,,,M,,C,2018-09-06 00:00:00,12,145,,,,,,,,,,,,
182082,0bd0760e-e0f2-4e32-8048-6e872d01899f,,,,,,M,,C,2019-09-04 00:00:00,8,144,,,,,,,,,,,,
233823,060a3191-3857-41fc-9578-1b3b8930be02,,,,,,F,,C,2015-09-03 00:00:00,Leaver,143,5,,,,,,,,,,,
207119,74e65331-1def-4a94-953b-e4c3205052e3,,,,,,F,,C,2019-09-03 00:00:00,9,134,,,,,,,,,,,,
242910,cc40bfb5-bc41-46ea-bd3f-5e45905f4dcb,,,,,,F,,C,2019-09-04 00:00:00,10,145,7,,,,,,,,,,,
211700,bc9a6fb2-a42a-4f5c-b305-cfe5c36ed2d5,,,,,,F,,Leaver,2017-09-06 00:00:00,8,138,5,2,,,,,,4,,,,
211014,0e0e1146-e6e7-44dc-9db1-d54b83951ddd,,,,,,F,,Leaver,2016-09-01 00:00:00,8,117,2,,,,,,,,,,,
242383,8125a636-f960-43fa-9db5-e77d7c55e57d,,,,,,M,,C,2019-09-01 00:00:00,8,144,10,,,,,,,,,,,
176810,c5cb5bd6-c1f8-4378-9d0c-5b00560a0346,,,,,,F,,C,2018-09-07 00:00:00,8,125,16,,,,,,,,,,,
215081,acd4c606-2651-4a49-9c62-887b769d8265,,,,,,F,,C,2019-09-04 00:00:00,10,138,8,,,,,,,,,,,
