Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_F,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
140754,be0c8649-b338-4b76-8bca-b93e535a8b16,,,,,,M,,C,2013-09-03 12:00:00,9,126,1,0,0,2,0,22,1,1,0,1,2,0,0,3,0
169567,c47f95f0-e4a1-4995-a06b-ef5bcf5e1a43,,,,,,F,,C,2011-09-07 12:00:00,8,116,8,0,2,1,0,13,1,0,0,1,5,1,0,9,0
185688,10b17ed4-c6b4-45c4-b4cf-2d3bedf86a49,,,,,,M,,C,2014-05-23 12:00:00,Leaver,116,1,0,9,1,0,21,1,1,0,2,1,1,0,2,0
223141,a26a56c2-acf7-4bdf-a593-ccdc218ebb78,,,,,,F,,C,2013-09-05 12:00:00,8,118,3,0,2,2,0,12,1,0,0,1,1,4,1,4,0
146098,cfbabd7e-e12f-4868-8138-e2f9644d6fe2,,,,,,F,,C,2013-12-16 12:00:00,10,107,0,0,2,2,0,12,2,0,0,1,2,1,0,2,0
236677,ab6b5f4c-36fd-4de9-8b2c-e2fa510b8663,,,,,,F,,C,2013-09-05 12:00:00,11,125,1,0,7,1,0,1,2,0,0,2,1,2,0,3,0
219508,342fdb41-30b9-47f5-87c1-d91b965cec9a,,,,,,M,,C,2010-09-02 12:00:00,10,120,1,0,2,0,0,13,1,1,0,1,1,0,0,1,0
197910,0ef52258-7ec6-44d3-a0cc-58e170a6ef72,,,,,,M,,C,2012-09-04 12:00:00,8,133,8,0,2,0,0,23,1,1,0,1,2,1,1,7,0
120898,d0ab71d6-dd3d-40ab-bd70-582818bea12a,,,,,,M,,C,2011-09-07 12:00:00,9,113,0,0,5,2,0,28,0,0,0,1,5,3,0,6,0
213697,d09bc8f4-b545-4ff8-93d0-b1fd3d58993d,,,,,,M,,Leaver,2012-09-04 12:00:00,Leaver,80,2,0,2,1,0,55,1,0,0,1,4,0,0,4,0
196219,9738c282-7960-48e4-831e-66e4f72662b6,,,,,,M,,C,2010-09-01 12:00:00,8,86,1,0,2,2,0,1,1,1,0,2,5,0,0,4,0
154937,67f7b9a7-340b-4653-9b1c-30845931b54d,,,,,,M,,C,2010-09-01 12:00:00,10,124,1,0,3,1,0,21,2,0,0,1,3,0,1,2,0
201395,bc22b915-1e7b-4c53-a517-0d1b1ccdfa52,,,,,,M,,C,2010-09-03 12:00:00,12,89,3,0,1,1,0,12,1,1,0,1,3,1,1,9,0
216191,03a93850-a764-4a07-998b-a9c17c9aa244,,,,,,M,,C,2013-09-02 12:00:00,10,92,2,0,1,0,0,9,0,1,0,2,5,2,0,3,0
249978,8a338579-f1e3-4d37-99ba-0cf1c68ea322,,,,,,F,,C,2012-09-06 12:00:00,12,90,4,0,2,0,0,27,1,0,0,1,2,1,0,1,0
103451,94ab8dc3-9044-4376-8729-070428cc174e,,,,,,F,,C,2012-03-05 12:00:00,8,84,2,0,11,3,0,2,0,2,0,2,5,1,1,5,0
209020,9cf43895-c14d-4f63-8177-3510b4eab239,,,,,,F,,C,2012-09-04 12:00:00,10,127,0,0,22,1,0,24,0,1,0,1,5,1,0,8,0
212528,67f95476-e6ac-4dd6-a69e-1836a5d04dcd,,,,,,M,,C,2011-09-07 12:00:00,10,124,6,0,8,0,0,32,0,1,0,1,0,1,0,2,0
218540,1b5e585a-ca5a-41c8-af94-2617b75e90ed,,,,,,F,,C,2010-09-02 12:00:00,8,123,7,0,0,0,0,28,2,1,0,1,3,1,0,5,0
166049,6858feea-e236-4f10-8b4a-a1f7bb395713,,,,,,F,,C,2012-09-05 12:00:00,Leaver,118,1,0,3,1,0,6,1,0,0,3,4,0,0,0,0
119894,ff1c2281-72b5-43d5-9c8d-32f77c5f0795,,,,,,M,,C,2012-09-06 12:00:00,9,130,4,0,1,1,0,10,1,0,0,2,5,1,1,6,0
184574,6b3b534a-8db9-45d7-bb10-53c25ce4e124,,,,,,F,,C,2010-09-03 12:00:00,9,113,5,0,6,2,0,18,2,1,0,1,1,1,0,4,0
155533,37ce809b-a832-4993-b47e-437b7b197730,,,,,,M,,C,2011-09-07 12:00:00,11,122,7,0,1,2,0,5,0,2,0,1,2,0,0,3,0
176555,4721b3de-c19d-45be-a8c7-c53a5bf1ff7e,,,,,,M,,Leaver,2013-09-05 12:00:00,12,116,4,0,4,1,0,23,0,1,0,1,0,3,0,7,0
208061,5b7e3f01-dfed-4587-a89b-47a0425c8e74,,,,,,M,,C,2013-09-01 12:00:00,11,129,5,0,3,2,0,7,1,0,0,0,1,0,1,2,0
206725,494bd717-4b0a-4914-b016-81c36cbc015a,,,,,,F,,C,2011-09-07 12:00:00,8,96,3,0,4,1,0,21,1,1,0,2,0,4,0,2,0
210975,b6604325-89f4-4943-a832-7e0173465741,,,,,,F,,C,2012-09-03 12:00:00,11,125,1,0,7,2,0,6,1,2,0,1,1,3,1,1,0
168426,a7c602b5-f160-4cb5-a1a0-d5f5ed7cd670,,,,,,F,,C,2009-09-03 12:00:00,8,93,4,0,1,0,0,29,1,0,0,3,2,3,0,7,0
219782,89ea4348-7502-43b4-9b93-130c63d5cc74,,,,,,F,,C,2011-09-06 12:00:00,11,122,3,0,2,1,1,6,1,0,0,1,2,1,0,4,0
265060,8c704c2f-2a0c-4e7c-8bb7-5e6052362d60,,,,,,M,,C,2012-09-05 12:00:00,11,85,3,0,3,2,0,7,0,0,0,1,3,1,0,1,0
222335,06d0af12-8b63-4abe-9112-c61ea47276f0,,,,,,F,,Leaver,2009-09-01 12:00:00,12,73,1,0,4,2,0,32,2,1,0,0,10,2,0,1,0
235338,8a30e31b-9e1a-4558-aec0-4dabdbc27268,,,,,,F,,C,2014-03-10 12:00:00,9,102,1,0,1,0,0,5,0,0,0,1,6,2,0,8,0
165774,2cc741d7-4e33-4abd-9511-1839b5a76e63,,,,,,F,,C,2012-09-04 12:00:00,10,113,3,0,5,1,0,16,0,1,0,1,2,1,0,1,0
206350,4a5a697e-5b13-4a41-904e-6c81b4c6b47a,,,,,,F,,C,2012-09-06 12:00:00,12,133,0,0,5,1,0,25,0,0,0,0,2,2,1,5,0
197745,fa02a07d-e31d-4a0f-885a-5f7725ef3d8e,,,,,,M,,C,2012-09-05 12:00:00,10,108,6,0,3,1,0,11,1,1,0,1,2,1,0,0,0
225735,68f4f08e-9172-4119-82eb-55fbe1c30f2c,,,,,,M,,C,2012-09-06 12:00:00,10,85,7,0,6,1,0,13,1,1,0,1,3,1,0,7,0
164279,0952c99e-9172-4192-a78e-4c2e58338696,,,,,,M,,C,2013-09-03 12:00:00,8,125,0,0,3,2,0,31,2,1,0,2,1,2,0,0,0
135724,e25f0339-0d05-4be3-841a-252474a87cf3,,,,,,M,,Leaver,2010-09-02 12:00:00,10,110,3,0,1,1,0,31,0,0,0,4,4,1,0,0,0
171299,f70665cb-c7e4-4168-a1d7-58bea6a9bde3,,,,,,M,,S,2009-09-03 12:00:00,10,85,7,0,3,2,0,10,2,1,0,0,2,1,1,0,0
164833,bf917193-be19-44e8-9cb8-cc9d49ee1fc8,,,,,,F,,C,2011-09-07 12:00:00,Leaver,111,4,0,0,0,0,33,0,0,0,0,3,3,0,1,0
152487,e013a911-b5c4-466f-968f-5773aa3c68e8,,,,,,M,,Leaver,2011-09-05 12:00:00,10,114,6,0,1,1,0,15,0,1,0,2,4,0,1,8,0
206966,f5ad8a1f-4343-4d8f-886e-03af6a845e98,,,,,,F,,C,2012-09-06 12:00:00,9,130,2,0,6,1,0,11,2,1,0,1,0,2,0,1,0
150134,2475ace5-7058-4188-8e48-0f52405f5c55,,,,,,M,,C,2014-01-13 12:00:00,8,125,3,0,13,1,0,7,0,0,0,3,2,0,0,7,0
239696,eb8d1b1d-bb73-4994-80d1-fbfe0dcc97cc,,,,,,F,,C,2009-09-01 12:00:00,11,130,7,0,11,1,0,3,0,0,0,3,1,4,1,4,0
170969,773fa93d-bf83-454a-a617-1c4f87a9c1d7,,,,,,F,,C,2011-09-07 12:00:00,10,126,3,0,1,1,0,16,2,1,0,2,1,1,0,1,0
182369,1aa312b4-b52b-40fd-ac61-68d5cdaa9aa7,,,,,,F,,C,2009-09-03 12:00:00,12,111,5,0,0,1,0,23,0,0,0,0,2,0,0,1,0
218666,806d1f51-4f2f-46f9-ae8e-d5a34bfa1d71,,,,,,F,,Leaver,2012-09-06 12:00:00,8,121,5,0,0,1,0,5,2,2,0,2,3,0,1,3,0
208796,bca9b792-a4ba-48e3-bf37-1504e8f215ca,,,,,,M,,Leaver,2010-09-02 12:00:00,9,117,6,0,22,1,0,10,2,0,0,1,3,5,1,4,0
207190,5e07c948-8b22-4b20-aa51-d386484699f5,,,,,,M,,Leaver,2013-09-04 12:00:00,10,88,1,0,6,0,0,1,0,1,0,1,3,1,0,2,0
261409,f26a9f07-cf6f-4f96-bf3f-aeada7094069,,,,,,F,,Leaver,2010-09-02 12:00:00,9,109,6,0,2,2,0,8,0,0,0,1,2,1,0,1,0
126528,a127d31a-2643-4b53-946e-529769e19538,,,,,,M,,C,2011-09-05 12:00:00,8,92,3,0,2,0,0,22,0,0,0,0,2,0,0,1,0
229468,b825abef-892d-4906-82d2-2dbfe7f48fed,,,,,,F,,C,2013-09-01 12:00:00,11,133,1,0,8,1,0,7,1,0,0,1,3,0,0,0,0
189445,ba965ce7-3db0-46af-ad47-4041ad45f210,,,,,,M,,C,2013-09-05 12:00:00,11,132,2,0,9,3,0,7,1,1,0,1,0,1,1,4,0
189982,394131f8-80eb-4d56-ab3e-d1322e2439e8,,,,,,M,,C,2010-09-02 12:00:00,10,111,0,0,9,1,0,14,2,1,0,1,3,1,0,4,0
220619,358adb24-6fbe-455f-a7ce-b64807f9efb6,,,,,,M,,C,2010-09-02 12:00:00,11,116,5,0,11,0,0,12,1,1,0,2,6,1,1,3,0
119101,f3837d15-9d8f-4ce7-a3ba-de019192e39d,,,,,,F,,M,2013-09-03 12:00:00,10,96,8,0,1,1,0,5,1,1,0,2,0,1,0,6,0
263292,e2ebe932-f8b7-4101-8e1f-d1d0790b1b43,,,,,,F,,C,2012-09-06 12:00:00,12,125,4,0,0,1,0,26,0,1,0,1,4,1,0,1,0
185138,cb8a3027-31c4-49e1-a581-117f54c9c255,,,,,,F,,C,2009-09-01 12:00:00,9,123,1,0,1,2,0,0,1,1,0,1,2,3,0,3,0
242809,b6ca603f-fd85-4d9d-9882-9f6ad1750113,,,,,,M,,C,2011-09-05 12:00:00,Leaver,100,7,0,2,1,0,16,2,0,0,3,1,3,0,7,0
203610,70e19e74-5540-42a9-8f3e-851f90abb6c6,,,,,,F,,C,2013-09-05 12:00:00,8,121,4,0,7,1,0,33,0,1,0,1,1,5,0,3,0
214817,a3bbaca6-dbae-4405-8779-b322c3dd8290,,,,,,M,,C,2013-12-21 12:00:00,11,115,7,0,2,1,0,17,0,0,0,2,1,2,0,2,0
220119,841c7531-4c35-4e40-923c-f656618f75de,,,,,,M,,C,2010-09-03 12:00:00,9,96,4,0,2,1,0,6,1,0,0,1,4,0,0,2,0
145187,3ae59382-4833-4332-a424-e9672264ad4b,,,,,,F,,C,2012-09-04 12:00:00,8,116,1,0,3,1,0,11,1,1,0,0,9,1,1,3,0
158347,908652f9-5356-4ce6-9362-8d4f8bb47aa4,,,,,,F,,Leaver,2013-09-01 12:00:00,8,117,3,0,1,1,0,4,1,0,0,1,2,3,0,2,0
233302,2c09fa8e-ca8e-494e-a18e-43c3d2b2d314,,,,,,M,,C,2009-09-03 12:00:00,8,120,2,0,6,0,0,20,2,1,0,4,1,1,0,6,0
223377,323e2631-d9ce-46be-be19-34580728fbc4,,,,,,F,,C,2010-09-03 12:00:00,9,130,5,0,20,1,0,6,1,1,0,1,1,1,1,18,0
179497,84cd7ec5-de27-451b-b59a-fe7b716b4924,,,,,,F,,C,2012-09-04 12:00:00,7,129,2,0,0,2,0,7,2,0,0,1,0,0,0,0,0
243066,788719cb-34f7-4d0c-8645-1be48aadc24c,,,,,,M,,C,2012-09-01 12:00:00,8,117,6,0,3,0,0,35,1,0,0,1,1,1,1,3,0
232198,d1c5079a-5b7b-4b35-8d70-2284e8c4fcee,,,,,,M,,C,2012-09-05 12:00:00,9,129,9,0,3,2,0,4,0,0,0,0,7,1,0,2,0
193635,84873b06-89c5-4a61-ba4b-1e8d3debc541,,,,,,M,,C,2011-09-05 12:00:00,9,112,3,0,3,2,0,20,2,0,0,5,4,3,1,17,0
165592,76c07e07-3c1e-41ad-96ae-a4b517d978a5,,,,,,M,,Leaver,2012-09-04 12:00:00,7,88,7,0,6,0,0,32,0,0,0,0,2,2,1,3,0
239993,5db5bf95-a30a-4870-9243-3cad0eca7729,,,,,,M,,C,2011-09-05 12:00:00,10,111,3,0,3,2,0,8,2,0,0,2,3,5,1,2,0
199735,f7426cf3-e95f-4b17-9d3a-c1fb83ca7144,,,,,,M,,C,2013-09-05 12:00:00,9,126,5,0,3,1,0,24,2,0,0,2,6,0,0,6,0
213312,09916bb8-33d9-451c-8e64-a9f1c6d50a89,,,,,,F,,C,2010-09-06 12:00:00,11,111,4,0,8,0,0,1,2,2,0,0,3,1,0,11,0
150507,f91cb617-7ea3-49ec-8a0f-d28154a18677,,,,,,F,,C,2010-09-02 12:00:00,9,117,10,0,7,0,0,2,2,1,0,3,0,2,0,4,0
190084,798f117d-38a8-4cbf-9afb-57cdf88972f4,,,,,,M,,Leaver,2010-09-02 12:00:00,7,89,3,0,11,2,0,26,0,1,0,1,1,0,0,6,0
253474,af4a566b-f11f-43cf-93dc-5391b2aeb1b2,,,,,,F,,Leaver,2012-09-06 12:00:00,8,76,1,0,4,2,0,7,1,1,0,1,2,0,0,6,0
179933,a1f908f1-3fb3-46d2-af33-154ccc25b4cd,,,,,,M,,C,2011-09-07 12:00:00,12,116,7,0,4,1,0,20,0,0,0,0,1,3,0,3,0
233293,190e5be9-156d-43af-a517-237b261a8d75,,,,,,M,,C,2010-09-03 12:00:00,11,92,5,0,11,1,0,4,3,1,0,2,1,1,0,2,0
146928,14913e2a-d006-4ef2-88bb-ee8dd717b5bc,,,,,,F,,C,2010-09-02 12:00:00,10,120,1,0,3,0,0,5,0,0,0,2,3,2,0,1,0
222744,a89fb0f5-c940-48a7-a44c-315191bc903a,,,,,,M,,C,2011-09-07 12:00:00,10,115,4,0,4,1,0,3,1,1,0,2,6,1,1,1,0
135994,e23cb602-a32c-4f06-8195-d19dff76c17c,,,,,,M,,Leaver,2011-09-07 12:00:00,8,99,5,0,0,1,0,8,2,1,0,2,3,1,0,1,0
143508,f3868a41-a09d-47bf-b013-ea42d51bf9f5,,,,,,F,,C,2013-09-05 12:00:00,11,119,3,0,10,1,0,17,1,1,0,0,3,2,0,3,0
157217,3b23252c-08ec-464c-b052-b2e7a4a03611,,,,,,M,,C,2010-09-02 12:00:00,9,109,0,0,3,1,0,14,1,1,0,2,3,2,1,4,0
184611,2ef8535c-0b62-48b4-8f12-2b492766b758,,,,,,F,,Leaver,2012-09-04 12:00:00,Leaver,104,8,0,1,2,0,27,1,0,0,2,0,2,0,5,0
203579,43df2e0b-ce31-4d20-8724-8891acc8caa8,,,,,,F,,C,2013-09-03 12:00:00,10,129,0,0,8,1,0,17,0,1,0,1,5,2,1,4,0
162998,75cdb68b-2390-4edc-b953-cb1965cbc0c7,,,,,,F,,C,2012-09-06 12:00:00,11,132,1,0,11,3,0,3,0,1,0,0,7,3,0,7,0
166011,98493161-6110-4247-9d2c-563dac42fea4,,,,,,M,,C,2013-09-04 12:00:00,8,105,3,0,0,1,0,12,0,0,0,0,3,0,0,6,0
277159,2feed584-f49b-4ba5-ab8c-732b54b08bfe,,,,,,F,,C,2012-09-04 12:00:00,9,111,0,0,7,2,0,17,2,1,0,0,3,2,0,8,0
174647,33295e3e-a1bc-4683-8260-8f061a79731d,,,,,,F,,C,2012-09-03 12:00:00,10,121,1,0,3,0,0,4,0,0,0,0,1,1,0,1,0
167444,dc35b6c0-232a-4a93-abf3-2536a5233551,,,,,,M,,C,2009-09-01 12:00:00,12,108,6,0,8,1,0,18,2,1,0,3,5,1,0,1,0
204149,d8d6761d-5d0d-40ec-80bb-c6b3a8193d20,,,,,,M,,Leaver,2013-09-05 12:00:00,9,102,8,0,8,1,0,10,2,1,0,0,4,4,0,2,0
226358,d2f58734-3bc7-406d-84d9-565a4ea92aa4,,,,,,F,,C,2011-09-01 12:00:00,Leaver,119,2,0,3,0,0,17,0,0,0,2,0,1,0,5,0
185943,5e01b821-3641-406f-b398-8f9ed6302c9d,,,,,,F,,C,2009-09-01 12:00:00,12,131,1,0,10,1,0,14,1,0,0,0,4,1,0,6,0
172773,d8d51085-5633-4140-a5d0-a4568a1cce05,,,,,,M,,C,2013-09-04 12:00:00,11,126,3,0,9,3,0,4,2,1,0,0,1,0,0,1,0
204616,c8f89a2d-0b6e-403d-8b3e-0e53ec0b915c,,,,,,M,,Leaver,2013-09-05 12:00:00,8,106,4,0,6,0,0,10,2,1,0,1,2,0,0,3,0
199555,836506dd-1546-4633-9004-193b2bdca9c5,,,,,,F,,C,2012-09-04 12:00:00,12,120,3,0,2,2,0,9,1,1,0,1,4,2,0,7,0
191046,3365b836-e874-4934-978f-6df42c2455fe,,,,,,M,,Leaver,2012-09-05 12:00:00,9,84,3,0,7,0,0,15,2,1,0,1,4,1,0,6,0
274257,89f83bca-4708-492c-b98f-c78028c35eca,,,,,,M,,C,2013-09-04 12:00:00,12,118,3,0,1,1,0,17,1,0,0,1,2,0,0,2,0
161099,634d7739-a654-4739-b539-f9746469c569,,,,,,F,,Leaver,2013-09-05 12:00:00,8,109,2,0,3,0,0,12,2,0,0,1,0,1,0,2,0
182398,2587b414-efeb-4ceb-b02d-082e3da902ae,,,,,,F,,C,2010-09-02 12:00:00,11,134,1,0,11,3,0,0,1,1,0,1,4,3,1,2,0
249827,d5bdeeaf-d201-4ff4-9bba-910c0bd4de48,,,,,,M,,Leaver,2011-09-05 12:00:00,9,93,0,0,12,1,0,19,1,0,0,1,2,0,1,7,0
252499,ad54d48b-1f6f-4ade-ba06-d45e9960561d,,,,,,M,,C,2009-09-03 12:00:00,7,117,4,0,6,2,0,0,0,1,0,2,3,0,1,1,0
182060,ba1d3ac9-567c-4375-bf0e-ae7de28dba77,,,,,,F,,C,2010-09-02 12:00:00,9,127,0,0,5,1,0,6,1,1,0,0,2,2,0,5,0
161410,ec838898-87b3-4372-87cb-cbd42f341c14,,,,,,M,,C,2013-09-16 12:00:00,9,112,5,0,6,0,0,20,1,1,0,1,1,0,0,1,0
225135,3542788f-c4e3-4f74-9bcb-b43f5023c456,,,,,,F,,C,2010-09-02 12:00:00,9,85,2,0,8,0,0,4,0,0,0,0,1,4,0,2,0
153574,108ac105-8138-4e37-9a74-e9fb5910b27c,,,,,,F,,Leaver,2013-09-05 12:00:00,8,90,2,0,1,0,0,30,1,1,0,1,2,2,0,3,0
194601,f5cbcb61-bfe6-4b3b-b860-8c54856baf85,,,,,,M,,C,2013-09-05 12:00:00,11,93,5,0,4,1,0,35,3,0,0,0,1,0,0,1,0
198386,926ea33a-c8a7-45fb-9685-7a0bedd68cf9,,,,,,M,,C,2009-09-04 12:00:00,11,124,1,0,2,2,0,2,1,1,0,0,2,3,0,5,0
212178,ea04491b-579b-4aaf-ab28-236504f72c94,,,,,,M,,C,2012-09-04 12:00:00,10,115,4,0,10,3,0,31,1,1,0,1,2,2,1,3,0
170204,52cb240f-4db0-40c6-b2a3-c8443ef477a5,,,,,,M,,C,2012-04-01 12:00:00,9,61,5,0,7,2,0,8,1,1,0,0,1,2,0,6,0
220733,0e158530-cc90-4f9d-be7f-c0383b178486,,,,,,F,,C,2013-09-03 12:00:00,9,126,0,0,14,2,0,7,0,0,0,0,3,3,0,6,0
187893,89f8d47a-5934-4e1f-be7c-3f88d046d908,,,,,,F,,C,2013-09-04 12:00:00,10,122,15,0,3,0,0,15,1,1,0,2,4,2,1,7,0
227639,bd276b50-4fd6-4663-8e0e-15f555f4b8be,,,,,,M,,C,2012-09-06 12:00:00,10,114,2,0,4,0,0,2,1,0,0,3,0,1,0,0,0
236539,e6b3b76a-d021-4855-9cbe-2a036737bad4,,,,,,M,,C,2013-09-05 12:00:00,10,130,3,0,12,2,0,21,1,0,0,2,0,1,0,2,0
160411,1cf6f452-3f00-4675-b297-5ecd24439c65,,,,,,M,,C,2012-09-04 12:00:00,Leaver,55,0,0,2,0,0,38,0,1,0,0,1,2,0,5,0
168399,23f4f095-594f-408d-9a54-22628e823c91,,,,,,M,,Leaver,2009-09-03 12:00:00,8,132,1,0,5,1,0,8,0,0,0,2,1,2,0,6,0
218973,719cca90-dfbf-4a6e-8f99-afd99d06d779,,,,,,F,,Leaver,2010-09-02 12:00:00,8,122,1,0,9,1,0,23,1,0,0,1,8,1,0,4,0
193167,623716c4-e09b-478d-879a-781a531a9e55,,,,,,F,,C,2013-09-03 12:00:00,9,115,9,0,2,1,0,9,1,1,0,2,0,3,0,1,0
151186,65ff0951-e5c8-4eb3-ac1b-95b96f356386,,,,,,M,,C,2011-09-01 12:00:00,12,122,4,0,4,0,0,16,0,0,0,2,5,2,0,1,0
289643,9e4e1fec-3410-4176-82cc-3d1331f76dc1,,,,,,M,,C,2012-09-04 12:00:00,9,130,0,0,9,0,0,4,0,0,0,0,0,2,0,3,0
170950,5b8c924e-6067-4925-a04d-f115f48876f3,,,,,,M,,C,2012-09-01 12:00:00,10,116,2,0,9,1,0,8,1,1,0,1,2,1,0,0,0
225830,3d7cb713-bb96-4642-ae81-6e3a9d5fe3f9,,,,,,M,,Leaver,2009-09-03 12:00:00,7,47,10,0,0,0,0,50,2,1,0,1,1,1,0,2,0
163211,b25e53f0-4197-4bfa-97cd-93ba1779bc88,,,,,,F,,C,2013-09-04 12:00:00,9,120,2,0,10,2,0,3,2,1,0,0,1,1,0,8,0
213377,53ef0865-9e80-49ac-800a-04d94dd76323,,,,,,F,,C,2009-09-03 12:00:00,12,126,4,0,2,1,0,28,1,1,0,2,6,2,0,3,0
184028,38ebcacd-6e19-4497-b159-060775e773cc,,,,,,F,,C,2009-09-02 12:00:00,11,112,2,0,1,1,0,4,0,1,0,3,8,1,1,1,0
227101,f116d8df-9e2b-4ee5-8be5-66150fbe70fe,,,,,,F,,Leaver,2012-10-25 12:00:00,Leaver,123,5,0,6,1,0,6,0,0,0,1,2,1,0,3,0
180883,ede6130e-97c7-476e-af13-0aedbfe7a800,,,,,,F,,C,2011-09-05 12:00:00,10,120,1,0,7,1,0,18,0,1,0,0,5,2,0,2,0
245153,39fb9fc0-6a35-4750-9835-0db72825cd35,,,,,,F,,C,2013-01-31 12:00:00,9,133,3,0,12,1,0,2,1,2,0,1,1,2,0,0,0
156096,e98d31bb-bd4a-4571-b37a-bb8d1beda447,,,,,,F,,C,2010-09-01 12:00:00,Leaver,121,5,0,2,0,0,29,1,1,0,0,1,3,0,0,0
99479,f25413e1-a27e-4720-8490-d16f5e3bab0e,,,,,,F,,Leaver,2012-09-01 12:00:00,10,99,0,0,3,0,0,11,1,1,0,1,2,1,0,9,0
202370,d09b3c6a-1ddd-4170-85de-1ed0a100f2c1,,,,,,F,,Leaver,2012-09-04 12:00:00,12,96,6,0,1,1,0,6,2,0,0,0,1,2,0,1,0
174071,4f1aa907-bc47-4119-88ed-c33d841e5102,,,,,,M,,Leaver,2011-09-01 12:00:00,11,77,1,0,2,1,0,19,1,1,0,0,0,1,1,10,0
158721,b911fe5e-eb54-4bd0-84db-071a12910d90,,,,,,M,,C,2012-04-01 12:00:00,9,114,5,0,1,1,0,10,1,2,0,1,1,1,0,2,0
142428,a827bbf7-7aa6-47fa-ba03-d944de1b7053,,,,,,F,,C,2009-09-03 12:00:00,12,71,1,0,0,1,0,39,0,1,0,3,7,1,1,5,0
140556,595000e2-47bd-45c3-b594-a0c3b94e335d,,,,,,M,,C,2012-09-06 12:00:00,9,118,2,0,5,1,0,25,0,0,0,2,2,0,0,10,0
199311,ed1256c2-0b7b-4d76-a165-1fb55a4b757f,,,,,,F,,C,2013-09-03 12:00:00,9,104,3,0,4,2,0,15,1,1,0,1,2,0,0,1,0
226622,6ae52eec-abd7-4156-8a7c-c1ddaa1f80e6,,,,,,F,,C,2012-09-04 12:00:00,10,123,4,0,11,3,0,11,0,0,0,1,2,1,0,1,0
201855,c04e7fa4-3ff0-445d-b0e6-ccc7c63cd0ba,,,,,,F,,C,2009-09-03 12:00:00,11,132,1,0,12,1,0,13,2,1,0,0,0,0,1,1,0
162685,9d9f5040-6cda-47df-b193-0135e8016060,,,,,,F,,C,2012-09-04 12:00:00,10,134,4,0,0,2,0,28,1,1,0,1,1,0,0,2,0
172665,376f5320-7d42-4304-95b6-db89c8af8e0a,,,,,,M,,C,2013-09-04 12:00:00,11,133,8,0,15,0,0,6,0,0,0,3,2,1,0,0,0
227511,5b9e1462-5b9a-4126-a1c9-292819d6945f,,,,,,M,,C,2012-09-05 12:00:00,9,114,0,0,4,0,1,25,0,1,0,0,8,1,0,6,0
176320,596b40ef-5795-4014-908e-ad9a6863ac37,,,,,,M,,C,2011-09-07 12:00:00,8,98,4,0,2,0,0,19,1,1,0,2,5,1,0,5,0
153685,89ea4348-7502-43b4-9b93-130c63d5cc74,,,,,,F,,Leaver,2011-09-07 12:00:00,Leaver,90,2,0,7,0,0,30,0,1,0,1,4,0,0,2,0
162229,fa965241-eb43-48fa-adf9-4cf20ecc4bfb,,,,,,F,,Leaver,2012-09-04 12:00:00,10,93,1,0,3,3,0,23,0,1,0,1,3,1,0,9,0
157191,70d0f287-d4dc-403f-8d3a-cf68e540d83d,,,,,,M,,C,2011-09-05 12:00:00,11,121,0,0,6,0,0,13,0,0,0,1,8,3,1,5,0
194269,c5552af9-4817-47c1-a5af-858c41d36bb5,,,,,,M,,Leaver,2012-09-06 12:00:00,8,128,1,0,10,1,0,9,0,1,0,1,7,2,0,1,0
197091,f0162cfd-e113-4305-9c3d-3839d992d99f,,,,,,M,,Leaver,2011-04-05 12:00:00,7,52,1,0,1,0,0,38,1,0,0,0,5,1,1,5,0
196541,ad7f1172-03c7-41ca-9e3f-b64de91163a0,,,,,,F,,Leaver,2013-09-05 12:00:00,9,130,3,0,7,2,0,9,0,1,0,3,4,0,1,11,0
194381,713a9f79-f463-432c-be60-5a444b4031df,,,,,,F,,C,2013-11-14 12:00:00,11,133,1,0,11,1,0,12,0,0,0,2,8,1,0,7,0
274192,a1f85b80-4ce4-4226-ba50-a5193dbbfdd3,,,,,,F,,Leaver,2011-09-06 12:00:00,Leaver,83,5,0,7,2,0,48,1,1,0,3,1,0,1,1,0
187848,a57aa882-3aec-48ef-a207-776a897769d9,,,,,,F,,C,2010-09-03 12:00:00,10,69,3,0,2,0,0,13,1,1,0,2,3,0,0,4,0
251151,19d815e1-e19a-49fa-9d69-fac6f883c73c,,,,,,F,,C,2013-09-05 12:00:00,11,107,5,0,1,1,0,17,2,0,0,2,1,0,0,2,0
198949,4c00fd6e-23b9-4ff7-b018-65f11a23ed50,,,,,,F,,M,2011-09-05 12:00:00,8,100,2,0,6,1,0,36,1,0,0,1,5,4,0,2,0
151256,6310ec7f-0e4d-4ba7-b043-14ee6eabf6c8,,,,,,M,,C,2012-09-04 12:00:00,11,122,1,0,8,0,0,1,2,0,0,1,0,3,1,0,0
262760,f9824d3d-12b8-41c8-908e-c7dfad818759,,,,,,M,,C,2013-09-05 12:00:00,12,99,6,0,8,0,0,15,1,0,0,0,6,1,0,3,0
