Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
205249,2ccc12e0-baab-45f4-bcce-ddae12227d39,,,,,,M,,Leaver,2015-09-04 00:00:00,11,122,,2,,31,,,,,,,,
253965,de5189f3-4133-420c-a8c4-3fbd6989593b,,,,,,M,,C,2013-09-03 00:00:00,Leaver,86,,,,25,,,,,,,3,
213259,174189fd-101e-48c7-aaa6-bc758aa92384,,,,,,M,,C,2017-09-04 00:00:00,Leaver,109,,2,,13,,,,7,,,,
176656,ac7b3fa5-1e04-4d51-883d-1bed359f142d,,,,,,M,,Leaver,2015-09-04 00:00:00,11,104,,,,,,,,,,,,
160290,c7c6faab-847d-4ee1-a872-5ed122582db0,,,,,,F,,C,2015-09-03 00:00:00,8,116,10,,,,,,,14,,,,
211519,a6a3d795-5014-4b2a-9711-72d4888e8af6,,,,,,F,,C,2017-09-06 00:00:00,8,127,9,3,,,,,,,,,,
242204,018d7f3d-60bb-4bb4-a854-3954650ba8cf,,,,,,M,,C,2015-09-03 00:00:00,11,126,6,1,,,,,,,,,,
157245,3ba1d734-8d8c-4947-9368-dfc996ff4b43,,,,,,F,,C,2015-09-01 00:00:00,10,123,11,,,30,,,,,,,,
166448,e212fd6b-0a66-4fe0-94ad-c652dd6e59e7,,,,,,M,,C,2015-09-04 00:00:00,8,112,,,,,,,,,,,,
142322,87ae6239-5edf-4535-9bbb-d38a059a6ac0,,,,,,F,,C,2017-09-06 00:00:00,9,129,13,1,,,,,,,,,,
210480,ae6f97fb-3b7c-4ff6-a16d-52d0a655af96,,,,,,M,,Leaver,2014-09-01 00:00:00,12,126,,2,,35,,,,,,,,
221535,40a02d7f-bd18-4813-b5da-03f8bffed1ad,,,,,,M,,C,2016-09-01 00:00:00,9,122,,1,,,,,,1,,,,
197681,ee63f864-1bd3-4f71-bd5f-87b669cad83d,,,,,,M,,C,2015-09-04 00:00:00,10,121,3,,,,,,,,,,,
161402,a0385f80-33a4-47d6-b0f8-bb75404e5db5,,,,,,M,,C,2013-09-03 00:00:00,11,110,6,,2,,,,,2,,,,
214324,5fcb63da-08fa-4d68-bb1f-c925ff8616be,,,,,,F,,Leaver,2013-09-04 00:00:00,7,94,,,,35,,,,,,,8,
279137,63afcba7-2e87-47cd-b937-ea0c77cea35d,,,,,,F,,C,2014-09-03 00:00:00,8,102,5,,,,,,,,,,,
137955,58fa189e-aa4d-4e23-969a-0ba27b469f1c,,,,,,M,,Leaver,2016-09-02 00:00:00,Leaver,103,,,,,,,,,,,,
142551,c1913b0f-5a84-4c84-8e7a-1cd9367f75c2,,,,,,F,,C,2013-09-05 00:00:00,9,114,7,,,,,,,,,,,
176868,9751294d-60e9-4ab3-865e-eb6f00b51e9b,,,,,,M,,C,2013-09-01 00:00:00,11,107,7,1,,36,,,,,,,,
153873,dc004143-e822-4882-9c27-4e6ed7eca437,,,,,,M,,C,2013-09-04 00:00:00,10,122,11,1,,,,,,,,,,
239380,b5b1caf8-02bc-4d9f-aeab-032fe128cc07,,,,,,M,,Leaver,2013-09-05 00:00:00,8,109,12,2,,,,,,4,,,1,
199858,dfac220b-5075-4cac-aa41-7ab5a50b9bff,,,,,,M,,Leaver,2015-09-04 00:00:00,9,108,7,,,,,,,5,,,,
187228,c878d81e-8908-42fd-bf7d-c7a07b8e7b3a,,,,,,M,,C,2013-09-02 00:00:00,11,114,17,,,26,,,,,,,,
203516,8c7abecb-55f1-4442-b4f7-c4b0a624cfe1,,,,,,F,,C,2014-09-03 00:00:00,11,113,2,,2,,,,,,,,,
233633,59e7b950-e70d-4f84-a9d7-0383c969ac5c,,,,,,F,,C,2015-09-01 00:00:00,9,124,3,2,,,,,,,,,,
240256,b0ca2e0e-dd23-4dfc-88c6-b19e913c9267,,,,,,F,,Leaver,2013-09-02 00:00:00,7,115,,,,52,,,,,,,,
209566,eeb96262-dac7-4de2-8109-f135707a27b2,,,,,,F,,C,2017-09-06 00:00:00,7,106,,4,2,,,,,,,,,
228935,3c16ee19-8d12-45b7-b8d7-8aa6b6f394a3,,,,,,F,,C,2017-09-04 00:00:00,8,124,,,,,,,,,,,,
145911,72bf9bd7-beb1-41a2-becc-2ffb1065e15d,,,,,,F,,Leaver,2015-09-03 00:00:00,8,109,3,2,2,,,,,,,,,
237968,3fe61ba0-009c-4256-9400-bc7c0ac0094d,,,,,,F,,C,2015-09-01 00:00:00,9,132,9,2,,,,,,4,,,,
186992,7c245767-1bc9-4c85-aee8-a87afbde8b50,,,,,,M,,C,2014-09-04 00:00:00,10,109,,,,,,,,2,,,,
159029,c61c0a49-6092-49be-9cb7-4fbf26732472,,,,,,M,,Leaver,2016-09-01 00:00:00,10,117,,,,,,,,,,,,
234352,16a091eb-f7c7-412d-bc63-bf148485869f,,,,,,F,,C,2015-09-01 00:00:00,11,125,,,,,,,,2,,,,
212886,0cff3326-e782-477b-9b18-154a9f635045,,,,,,M,,C,2015-09-03 00:00:00,9,125,,1,,,,,,,,,1,
235867,24b6aeda-9ac4-45ea-a7d3-cc8861cf685c,,,,,,F,,C,2016-09-05 00:00:00,Leaver,131,,,,,,,,,,,7,
235542,3b20c89b-1e1a-476d-a361-d6e125c2f575,,,,,,M,,C,2014-09-04 00:00:00,9,120,,,2,,,,,,,,,
197572,746610fe-5a4e-468e-8292-69a897a896e4,,,,,,F,,C,2015-09-01 00:00:00,11,119,,,,,,,,,,,,
190263,207586f5-51bd-4c60-b322-49bcdd39bf0e,,,,,,M,,C,2015-09-04 00:00:00,9,126,,,,,,,,5,,,,
185737,2f920e1e-e64e-4131-99cf-9cdea69275ad,,,,,,F,,C,2013-09-04 00:00:00,11,127,,,,,,,,,,,9,
112580,1f5d8a2f-7690-4c44-a8a3-a2445071479e,,,,,,M,,Leaver,2013-09-03 00:00:00,Leaver,118,5,,,21,,,,,,,,
239561,83c6da4f-7b56-4bf5-b483-829ac821d850,,,,,,F,,C,2017-09-01 00:00:00,12,92,,,,32,,,,,,,,
177373,fa4ed0ed-ae76-4946-a330-79d8498c2695,,,,,,F,,C,2013-09-01 00:00:00,12,122,2,,,42,,,,,,,,
180548,3582bf9e-bbdb-4578-8a92-1e6cbbad9791,,,,,,F,,Leaver,2014-09-05 00:00:00,10,99,2,,,37,,,,,,,,
202182,7883b3d5-cfd2-40ee-bd85-7c680ec5cc84,,,,,,F,,C,2014-09-03 00:00:00,9,107,3,,,,,,,,,,,
227982,c0fbe6b6-c252-4ee4-9198-e93a57f12d54,,,,,,M,,C,2013-09-03 00:00:00,11,129,8,,,,,,,,,,,
200770,c261c860-a1aa-4abe-bc7d-0555479cbe60,,,,,,F,,Leaver,2014-09-04 00:00:00,9,121,8,,,52,,,,,,,,
197606,8442165d-419e-4b0c-b932-f8cdff3701ae,,,,,,M,,C,2015-09-04 00:00:00,9,132,16,,,,,,,,,,,
189349,34162141-0b38-4e75-bf06-177fbc320673,,,,,,M,,C,2017-09-06 00:00:00,8,111,3,,,,,,,,,,,
175185,355a4bd5-5048-43ef-bfa9-a41d2a5f8108,,,,,,F,,C,2016-09-01 00:00:00,12,116,,,,34,,,,,,,,
199106,1153c997-0708-4cfe-afc5-272b0db2d0fb,,,,,,M,,C,2017-09-04 00:00:00,12,106,11,,,27,,,,,,,,
216051,3e31d2dd-7a9e-45f0-b330-03edf61f31c4,,,,,,M,,Leaver,2017-12-11 00:00:00,7,81,1,,,28,,,,,,,,
254926,84fc5323-8471-40d4-8cfa-d019f564e698,,,,,,M,,C,2017-09-06 00:00:00,10,112,5,2,,,,,,,,,,
126615,ebd3f884-e219-434f-b46f-4f9b5501921e,,,,,,F,,Leaver,2015-09-01 00:00:00,11,118,8,1,,,,,,6,,,,
213237,ef44c35d-ef25-45b1-87c5-f47b88541e69,,,,,,M,,C,2017-09-06 00:00:00,9,130,10,,,,,,,,,,5,
169340,15be9c26-81c1-4aaf-b6d3-9e6fb11d12da,,,,,,F,,C,2016-09-05 00:00:00,9,130,,1,2,,,,,,,,,
143868,c791bae6-adae-4b29-bbea-e5b10ec7b141,,,,,,F,,C,2013-09-03 00:00:00,11,115,,1,,35,,,,14,,,11,
182348,bb2d28cb-010e-4470-a9af-c4d62b50b2a4,,,,,,F,,C,2017-09-04 00:00:00,10,128,,,,,,,,,,,,
158148,f00fb156-d043-426f-9a78-1094cdf997d1,,,,,,M,,C,2015-09-03 00:00:00,10,126,,,,,,,,,,,,
221380,dee1a7e7-51e6-4940-988b-e083caba106a,,,,,,F,,C,2014-09-05 00:00:00,7,99,5,,,25,,,,,,,4,
207278,525c0df5-3871-4f93-9ee0-870c94c1dcc0,,,,,,F,,C,2013-09-01 00:00:00,8,109,7,1,,,,,,,,,8,
194270,58b321f0-74e5-4867-bbaf-6ff44a2f95c3,,,,,,M,,C,2015-09-01 00:00:00,9,124,5,3,,,,,,2,,,,
241273,8970b5f7-477d-4c36-b97d-7adbe9ead5f6,,,,,,M,,C,2014-09-03 00:00:00,8,128,,1,,,,,,,,,,
217715,0a362996-642f-4023-a1c8-d663b2453d5f,,,,,,M,,Leaver,2014-09-09 00:00:00,8,109,,,,,,,,,,,,
256052,63902b5d-360a-45c3-969a-d9639ba30404,,,,,,F,,C,2014-09-01 00:00:00,11,121,16,2,,,,,,,,,1,
160751,a4e8a44f-0d01-46a7-b3dd-b317cf6f17ef,,,,,,M,,C,2013-09-03 00:00:00,8,121,,,,,,,,,,,1,
131894,b49b2483-0d9b-44d5-9bb1-80a534f160dc,,,,,,M,,C,2016-09-05 00:00:00,9,126,8,1,,,,,,,,,,
231854,62f703d4-9327-4678-bea7-724da1271e7a,,,,,,F,,Leaver,2013-09-03 00:00:00,8,124,14,,,28,,,,,,,10,
204230,a2563690-208b-4ebe-9b84-3f4de7d510a1,,,,,,M,,C,2016-09-05 00:00:00,9,113,,,,,,,,,,,,
166348,87ca0f6e-2402-46c2-bd4b-ce68c60b8100,,,,,,M,,C,2014-09-04 00:00:00,Leaver,112,,,,51,,,,,,,,
194938,f85bca0e-bb35-4917-97d9-2a08d2c9691d,,,,,,F,,C,2013-09-03 00:00:00,12,107,,,2,43,,,,,,,,
157657,1601719b-fcec-411c-986a-fc495e800658,,,,,,F,,C,2016-09-02 00:00:00,10,107,6,,,32,,,,10,,,7,
189271,cbb01037-5e2a-48bb-b061-d7dde53b8e66,,,,,,F,,C,2014-09-05 00:00:00,11,98,,1,2,,,,,,,,,
168916,9c65b38f-0ddb-4660-b3c5-369d86e5a96b,,,,,,M,,C,2017-09-01 00:00:00,Leaver,126,5,,,44,,,,3,,,,
214880,c96bab85-e802-4cb1-bc73-e77009ed5df0,,,,,,M,,C,2017-09-04 00:00:00,12,113,3,2,,36,,,,,,,,
181628,9276aff6-b96a-498f-8f4a-2245483c2268,,,,,,F,,Leaver,2015-09-03 00:00:00,11,124,4,1,,,,,,,,,,
189122,9704ab20-4449-472d-8620-47291ccb25ff,,,,,,F,,C,2016-09-05 00:00:00,10,114,,,,33,,,,,,,,
197807,8926cf8b-6d0d-469c-a1d9-c8c148bf7ccd,,,,,,M,,C,2015-09-01 00:00:00,8,116,,,,,,,,,,,,
261978,61e25f81-9538-41d0-8e7a-d2aac509bc2a,,,,,,F,,Leaver,2013-09-05 00:00:00,11,98,5,1,,,,,,,,,,
227744,c984ec6c-0497-4b10-87cd-57d2dfc488e1,,,,,,M,,C,2017-09-01 00:00:00,12,108,,,,33,,,,4,,,,
159929,44c76537-4f13-41b7-83b9-22aa9e082909,,,,,,F,,C,2014-09-03 00:00:00,Leaver,121,13,2,,33,,,,,,,,
238305,7a041975-77bc-4438-bb5b-17531504f8b2,,,,,,M,,C,2013-09-05 00:00:00,10,121,3,,,,,,,,,,,
203070,ee90e239-1821-41b1-b8dd-f593b897b5ee,,,,,,M,,C,2013-09-05 00:00:00,9,122,,2,,,,,,,,,1,
203585,57182d93-2b00-4d8c-a827-2142547be1ee,,,,,,F,,C,2017-09-05 00:00:00,11,116,,,,,,,,,,,,
167625,baed21ca-d00f-40ed-b7d2-3c3ed09d3b62,,,,,,F,,C,2017-09-06 00:00:00,8,126,,2,,,,,,,,,,
200056,4d241f02-005d-4399-ac0f-04bb06c85cdb,,,,,,M,,C,2017-11-22 00:00:00,10,114,6,,,,,,,,,,,
159604,074a27e7-741b-42f0-b5a9-1d30c76b5c48,,,,,,F,,C,2017-09-04 00:00:00,9,126,6,1,,,,,,,,,,
256284,9b9861e8-12bf-47ea-8450-b59308881e7f,,,,,,F,,C,2015-09-03 00:00:00,10,132,5,,,,,,,,,,,
188650,b4db9c11-3e92-460c-a4b2-80b01fa392a7,,,,,,M,,Leaver,2017-09-06 00:00:00,10,120,3,,,35,,,,6,,,,
192722,477a7864-68b3-4a07-9805-cc00db18f36f,,,,,,F,,C,2017-09-04 00:00:00,9,129,3,,,,,,,,,,,
158223,a4d00e84-e787-4bcb-9af2-88bcd2e998ca,,,,,,F,,C,2016-09-02 00:00:00,9,102,,,,37,,,,,,,,
153671,1c2f0863-0a0b-43c4-9a3f-476080699c8b,,,,,,F,,Leaver,2017-01-05 00:00:00,11,114,2,,,,,,,,,,5,
161794,fa60d4e2-cfc6-4412-aa3d-36db4e81eba6,,,,,,F,,C,2015-09-03 00:00:00,11,99,,,,35,,,,,,,,
178653,c65cbbd8-fdb2-4426-9baa-e60e1a9dc355,,,,,,M,,C,2015-09-23 00:00:00,9,121,13,1,,50,,,,,,,,
172850,cc6f42b4-d842-44f9-b514-e8e4e576023a,,,,,,M,,C,2016-09-05 00:00:00,9,126,,,,,,,,,,,,
222629,cc544bf6-e2b8-4f42-9c1b-7b9376ca9048,,,,,,M,,C,2016-09-01 00:00:00,11,124,,,,32,,,,,,,,
182424,9d4a9c0e-a0df-4566-b498-50d1ffcabcff,,,,,,F,,Leaver,2015-09-03 00:00:00,10,73,,,,27,,,,1,,,3,
168270,0e5b58e9-24ec-4b52-9970-5dfdebf93ed3,,,,,,F,,Leaver,2016-09-05 00:00:00,8,102,6,,,39,,,,,,,,
150090,3d609ddc-c583-48fc-8818-86fd98697da2,,,,,,F,,C,2013-09-05 00:00:00,10,86,,,,,,,,4,,,,
183539,d1588984-1f90-4f6b-a105-6241c3de6602,,,,,,F,,C,2015-09-03 00:00:00,10,111,9,,,35,,,,,,,,
212921,4cad5e8d-c9ef-40f0-b634-7b40e8448b72,,,,,,M,,Leaver,2017-09-04 00:00:00,11,104,,,,43,,,,,,,,
185111,c8832cab-1f07-45f7-90c6-7266804a29d9,,,,,,M,,Leaver,2015-09-03 00:00:00,8,129,,,,,,,,,,,,
216509,47f13cec-3893-4c40-bcc3-9ce2ad62bbde,,,,,,F,,C,2017-01-05 00:00:00,10,115,12,1,2,,,,,,,,,
162955,31ea6be0-646b-48c9-9e33-e1110246e5c6,,,,,,M,,C,2016-09-01 00:00:00,8,117,11,,,,,,,5,,,,
171979,2a95bbdf-746f-4b9e-8124-1f8a45c462b2,,,,,,F,,C,2015-09-04 00:00:00,8,108,,,,27,,,,,,,,
204984,0e63ca95-2adf-4365-a598-b21edabb8b29,,,,,,M,,C,2014-09-03 00:00:00,10,116,,,,,,,,,,,,
162015,d95fadd1-7104-4ee6-842f-e5df1a72ddee,,,,,,M,,Leaver,2013-09-05 00:00:00,11,110,6,2,,,,,,,,,,
238807,a27483be-6759-4e58-a537-b1dab1606a63,,,,,,F,,C,2013-09-02 00:00:00,Leaver,123,,1,,49,,,,,,,,
193035,bde97ab8-be78-4e08-aa75-2a79fdb93156,,,,,,F,,C,2013-09-05 00:00:00,11,131,2,,,35,,,,,,,,
184567,6087d209-5782-4cba-8d46-fc2441670c93,,,,,,F,,C,2017-09-06 00:00:00,8,107,2,,,,,,,,,,,
157437,6631896c-f76e-4c96-81a6-d7786d53b84a,,,,,,F,,Leaver,2015-09-07 00:00:00,Leaver,105,,,,27,,,,,,,,
179788,e60cf617-420c-4bec-b1d4-8bbb6879ad3f,,,,,,M,,Leaver,2013-09-05 00:00:00,10,103,,,,38,,,,,,,,
198906,952d80aa-7760-496f-a495-68074c4d4184,,,,,,F,,C,2015-09-04 00:00:00,8,112,,,,,,,,2,,,,
163485,ec165e2f-1b5b-48ba-87eb-fddba8ed5e6b,,,,,,F,,C,2014-09-03 00:00:00,Leaver,119,,1,,40,,,,,,,2,
200159,f9198f7a-c782-4c4d-9645-fad5641dc662,,,,,,M,,C,2017-09-01 00:00:00,8,89,3,,,24,,,,,,,3,
160290,1f292239-52e4-4f51-a420-29706ef5becb,,,,,,M,,C,2013-09-04 00:00:00,10,131,6,3,,,,,,3,,,9,
183593,1d292cb4-513d-4989-a4bd-727c0a355ad1,,,,,,F,,C,2014-09-04 00:00:00,10,124,12,1,,,,,,,,,,
225602,2d40058b-7a92-431c-9947-2b8eb4259b42,,,,,,F,,C,2014-09-04 00:00:00,8,110,6,2,,30,,,,,,,,
159654,7f9781c9-fe76-4c69-97ad-7bbe51119ce3,,,,,,F,,Leaver,2016-09-02 00:00:00,10,98,,,,28,,,,3,,,6,
134573,23ff0356-8837-453e-afaf-06e81b0cb252,,,,,,M,,Leaver,2016-09-07 00:00:00,Leaver,125,,,,26,,,,1,,,,
206162,2c39df3a-cc31-4851-bff6-74423c7af591,,,,,,F,,C,2017-09-06 00:00:00,8,106,,,,28,,,,,,,,
155406,fc4ea087-e4d8-425a-b632-5b685b193d3c,,,,,,F,,Leaver,2015-09-03 00:00:00,10,102,,,,29,,,,,,,,
159106,3d273a35-4555-4206-95ba-4b87b26d8e67,,,,,,M,,C,2014-09-01 00:00:00,10,118,,1,,,,,,,,,,
202792,9d390e58-af7f-4649-8796-ce837c833181,,,,,,M,,C,2015-09-01 00:00:00,9,127,17,,,,,,,,,,,
105616,01da5ea5-f921-4158-85c4-e04ec62cca00,,,,,,F,,C,2015-09-01 00:00:00,8,117,7,,,,,,,,,,3,
236211,501291fc-3f68-4a27-adc3-917d32544d25,,,,,,M,,C,2013-09-02 00:00:00,11,127,3,2,2,,,,,,,,8,
162467,6614c722-283b-4b20-9150-a1e5e31249c0,,,,,,F,,Leaver,2015-09-01 00:00:00,10,98,2,1,2,,,,,,,,,
250629,e1c62779-c1a9-4eb0-9780-d9f09992998c,,,,,,M,,C,2013-09-03 00:00:00,12,123,5,2,,,,,,3,,,6,
163518,a8aec53b-14b0-45d9-9b07-ea1c57debb24,,,,,,M,,M,2015-09-01 00:00:00,10,126,,2,,,,,,,,,5,
205486,85312621-7999-4184-a22b-adc616d17a5a,,,,,,M,,Leaver,2015-09-01 00:00:00,Leaver,113,5,,,,,,,,,,,
189987,76d85454-b1a1-4882-a25c-36151fd9af8b,,,,,,M,,C,2017-09-01 00:00:00,11,127,,2,,,,,,,,,,
204845,bafa7b91-d845-42df-8444-3bc2e630ee3b,,,,,,F,,C,2015-09-01 00:00:00,10,120,,2,,,,,,,,,,
228571,8dae16ff-dd14-41ce-b191-2fe527c3de9d,,,,,,F,,C,2015-09-01 00:00:00,8,127,6,,,,,,,,,,12,
146244,3edeeaa5-f930-4a53-ae21-ee90911d367e,,,,,,M,,C,2017-09-04 00:00:00,Leaver,119,8,,,,,,,,,,6,
165590,99d21895-a3ce-4694-afa2-67cc4d741779,,,,,,F,,Leaver,2016-09-05 00:00:00,9,121,9,1,,,,,,2,,,12,
147312,13a808f1-43c9-45d3-b69b-c1d945e64b21,,,,,,M,,C,2017-10-01 00:00:00,12,121,,,,37,,,,,,,2,
210018,343ecb93-f260-490d-b053-8dc3ef333fcc,,,,,,M,,C,2015-09-01 00:00:00,8,129,2,,,,,,,2,,,,
191498,76ca18b5-bc8a-47e7-a848-052ab352228c,,,,,,M,,Leaver,2014-09-01 00:00:00,10,118,7,,,44,,,,,,,2,
184679,edbc8631-90d0-45a4-a0d7-090aca5caae7,,,,,,M,,C,2013-09-03 00:00:00,8,118,7,2,,,,,,,,,5,
152109,9e9aeb3f-4d1a-46b9-80a7-468c5ff6e86c,,,,,,F,,C,2017-10-09 00:00:00,11,109,11,,,,,,,,,,,
221977,84a5437f-1b84-420d-b9f4-49e28fdf09d6,,,,,,M,,C,2015-09-03 00:00:00,12,123,10,,,14,,,,,,,,
175713,2fc6f4ac-fe76-4787-9632-c4ab1b43529b,,,,,,F,,C,2015-09-04 00:00:00,11,119,4,,,31,,,,,,,1,
169434,e3835cd1-d271-4350-85dc-f80754b31ed2,,,,,,M,,C,2016-09-01 00:00:00,11,124,,1,,,,,,,,,,
194413,0e8c78a1-6216-4bff-8a00-71537bce3faa,,,,,,M,,M,2015-09-03 00:00:00,12,102,2,,,34,,,,4,,,,
203105,6d3fdb98-7009-4626-956c-f9619ee81c6f,,,,,,F,,C,2014-09-05 00:00:00,9,127,,,,,,,,,,,,
230697,aeabb5b6-d55f-4565-ad8d-0ccde5cf35f6,,,,,,M,,C,2017-09-01 00:00:00,11,127,,,,34,,,,,,,3,
208572,9fd6dcde-7ebd-4568-9c29-ba5bd187c992,,,,,,M,,C,2017-04-19 00:00:00,11,98,5,,,20,,,,,,,2,
172811,63206f11-fe23-4542-892d-04d7a5c8e7d4,,,,,,M,,C,2013-09-03 00:00:00,Leaver,127,,1,,31,,,,,,,,
182193,5325d1f3-2f82-4210-abfc-23ec76ab2c4f,,,,,,M,,C,2016-09-05 00:00:00,9,129,2,1,,,,,,,,,,
183531,383711d3-b799-4a28-b36b-e57e768749ee,,,,,,M,,C,2016-09-01 00:00:00,9,124,13,,,,,,,,,,,
168043,c2582647-42e0-4e79-beef-251b439cd814,,,,,,M,,C,2017-11-06 00:00:00,10,118,,2,2,37,,,,,,,,
229154,2767eeba-c14c-41aa-818d-c064940530f8,,,,,,F,,C,2013-09-06 00:00:00,11,122,,,,,,,,,,,4,
207345,64cc5771-19d7-49ff-800b-3b28ef7f52e2,,,,,,F,,C,2014-09-04 00:00:00,8,128,,,,,,,,9,,,,
174280,25552a83-bb17-4891-acd0-de058dd3a4e0,,,,,,F,,Leaver,2014-09-04 00:00:00,7,96,3,,,32,,,,,,,,
191916,f77de986-a54c-427a-868a-2e98066e04c8,,,,,,F,,C,2015-09-04 00:00:00,9,130,15,2,,,,,,,,,,
105898,b8370938-5e24-4bf1-b576-c5ee93dfb340,,,,,,M,,C,2014-09-03 00:00:00,Leaver,105,,,2,,,,,,,,5,
223572,059e78ed-a806-46a5-b84d-ce841f7caab3,,,,,,M,,C,2015-09-04 00:00:00,9,102,8,,,,,,,,,,,
215886,0eaebb14-408a-4809-ad3e-b024ab10a708,,,,,,M,,C,2018-07-19 00:00:00,12,100,,2,,36,,,,1,,,1,
208158,2e4cc3a5-c5d6-4bca-87bb-7e17eba9b2be,,,,,,F,,Leaver,2015-09-03 00:00:00,11,115,,,,,,,,3,,,1,
205267,dc5e71ac-08f1-41f7-865f-c8abfe5f1f97,,,,,,F,,C,2017-11-18 00:00:00,9,106,3,3,,45,,,,,,,3,
267519,8416e43f-b6e5-448d-9872-f026da9baa14,,,,,,M,,C,2017-09-04 00:00:00,7,123,,,,39,,,,2,,,,
209887,09267f07-b67f-4da2-b8c2-1a781922d160,,,,,,F,,C,2013-09-03 00:00:00,8,107,8,1,,,,,,,,,,
210059,63f5bdf9-b741-4f90-9283-f1f49d228cf4,,,,,,M,,C,2017-09-06 00:00:00,12,129,17,2,,46,,,,,,,,
156805,4638ba5b-7588-452c-ae40-ab07d5c69b81,,,,,,M,,C,2015-09-04 00:00:00,8,127,12,2,,,,,,,,,,
202494,fa28cfa3-800e-497f-909c-fa6d0838da2c,,,,,,M,,C,2017-09-06 00:00:00,8,116,,1,,,,,,3,,,,
236616,7f5551e1-1259-4bbc-8346-84ccebc007a7,,,,,,M,,C,2015-09-01 00:00:00,10,128,10,,,,,,,3,,,,
202881,c587f27d-29f0-4e91-bd8c-85f9b25a7f30,,,,,,M,,C,2014-09-03 00:00:00,8,119,9,,2,,,,,,,,,
226315,e32603cc-f057-4b76-8a82-edb6af2de16e,,,,,,M,,C,2015-09-01 00:00:00,7,109,,1,,,,,,,,,1,
260180,d058f4db-cfee-4c34-9312-445645af81ab,,,,,,M,,C,2017-09-04 00:00:00,11,112,14,,,,,,,,,,,
147009,60444a7c-75c1-4f36-8631-8dd10deb2dbd,,,,,,M,,C,2017-09-06 00:00:00,10,132,9,3,,,,,,1,,,,
207314,5b49e43f-60bd-45ef-9f74-eb46a87c6a19,,,,,,M,,C,2016-09-01 00:00:00,9,129,,,,,,,,,,1,,
218672,77bb28b5-5de6-44b5-b392-5c515e48ce23,,,,,,M,,C,2014-09-01 00:00:00,11,122,,,,,,,,,,,,
199967,cf918e3f-c327-4b00-a29e-66fc98d230e9,,,,,,F,,C,2017-09-06 00:00:00,9,116,9,,,43,,,,,,,,
190572,b4408c43-c7f7-4302-a6d6-13aba01e5603,,,,,,M,,C,2014-09-03 00:00:00,9,108,,,,,,,,,,,,
186212,8a5bbb93-4161-4ccb-a0d5-2f2a4c051c94,,,,,,F,,C,2015-09-04 00:00:00,9,124,,1,,,,,,,,,,
151034,fab0821c-0c4a-4b61-af2a-03e50854524c,,,,,,M,,C,2016-09-05 00:00:00,9,119,8,,,,,,,,,,,
178548,7c6c45ee-f4b7-4cce-bd8f-e65d6c076929,,,,,,F,,C,2016-09-06 00:00:00,Leaver,114,,,,36,,,,,7,,,
272307,4bf9fa03-34ff-49d6-a93e-71e714807014,,,,,,M,,C,2016-09-05 00:00:00,10,126,2,2,,,,,,,,,,
175353,2888a2ee-ae99-4cba-90c8-6278c8ce6695,,,,,,F,,Leaver,2017-11-08 00:00:00,7,113,,,,31,,,,3,,,,
108876,32967ba4-6b0b-423f-b759-594f02f6dc03,,,,,,F,,C,2013-09-04 00:00:00,12,129,,,,31,,,,,,,2,
182022,bafa7b91-d845-42df-8444-3bc2e630ee3b,,,,,,M,,C,2014-09-04 00:00:00,7,113,,,,43,,,,,,,,
219489,57c96476-9b1f-4350-b52d-4a5403bd4333,,,,,,F,,C,2015-09-04 00:00:00,8,131,2,,,,,,,,,,4,
202018,6c11c2b6-f1bc-4253-86ab-8f9f4e7eac8c,,,,,,F,,C,2017-09-06 00:00:00,8,107,11,,,,,,,6,,,,
204255,38543564-a844-4ee7-818b-77ea86f53116,,,,,,F,,C,2016-09-01 00:00:00,8,121,,,,,,,,,,,,
170596,0353e398-f4d8-430d-aec9-13048ef98612,,,,,,M,,Leaver,2017-09-05 00:00:00,9,103,,,,,,,,,,,,
246633,b872c4b5-20b3-4fd2-91f7-66bdfd52b04f,,,,,,F,,C,2015-09-03 00:00:00,8,112,13,2,,,,,,,,,,
210377,19f29ea8-5923-4802-b3bf-ae8c1b2319e3,,,,,,M,,C,2015-09-01 00:00:00,9,131,,1,,,,,,,,,,
232097,6f33c39c-c0d3-4f57-94ef-90d59b9d88c5,,,,,,F,,C,2013-09-04 00:00:00,8,129,,,,,,,,,,,,
256441,47cbf82c-f4b8-4127-8466-f597a2ee1ad6,,,,,,F,,C,2017-09-29 00:00:00,8,117,4,3,,,,,,,,,,
187707,0a589286-82fa-4442-9b0a-6d8d1fc8b527,,,,,,F,,C,2016-09-01 00:00:00,9,116,,1,,,,,,,,,,
174646,4837a273-207d-44e5-8ab2-961d6d2a6de4,,,,,,M,,C,2015-09-04 00:00:00,10,115,3,1,,,,,,1,,,,
233551,45c30e26-f17c-4a01-8e83-0a6c43c6cae9,,,,,,F,,C,2013-09-05 00:00:00,10,129,,,,,,,,,,,,
148572,7fd872b9-005b-4722-adb9-b13a08ffc1c1,,,,,,M,,C,2015-09-04 00:00:00,8,125,11,,,,,,,,,,5,
