Deprivation indicator - IDACI score,DfE Establishment Number,Is the pupil disadvantaged?,Is the pupil looked after?,KS2 English PS,KS2 English TA level,KS2 English level (finely graded),KS2 Mathematics TA level,KS2 Mathematics level (finely graded),KS2 Maths PS,KS2 Prior Band,SEN,UPN,KS2  ENGLISH (KS2),KS2  MATHEMATICS (KS2),KS2 APS (VA),KS2 APS cubed,KS2 APS squared,KS2 ENGLISH TA,KS2 English PS deviation,KS2 MATHEMATICS TA,KS2 Maths PS deviation,KS2 Reading PS,KS2 Reading TA level,KS2 Reading level (finely graded),KS2 mathematics (finely graded)
0,750861468,0,0,31,5,4.21,4,3.61,31,2,N,a7b44f54-88a7-4409-a75a-8c7a9bdf7ba9,,,,,,,,,,,,,
0,715091824,0,0,14,3,4.9,3,5.79,13,3,K,cb73ebac-e304-4fc9-830d-e71ecf074d96,,,,,,,,,,,,,
0,681182724,0,0,32,5,5.19,W,5.33,34,3,N,428df91c-a2cf-409c-b7de-bca8ed61139f,,,,,,,,,,,,,
0,712394531,0,0,4,6,4.72,,4.19,3,3,N,e9a31373-c68f-4cab-8ef6-7dd57bf15ec5,,,,,,,,,,,,,
0,538400512,0,0,34,5,5.61,5,5,34,2,N,,,,,,,,,,,,,,
0,794543118,0,0,28,5,5.16,4,5.71,29,3,N,b8882c84-854f-4771-9052-2ede8037509f,,,,,,,,,,,,,
0,612440582,1,0,20,4,,5,5.54,18,3,N,4f2eded7-d27a-4c85-b48d-08c6319a5c64,,,,,,,,,,,,,
0,704444268,0,0,26,3,5.58,2,3.04,24,1,N,48701310-c38c-476b-a6bc-3fb4f61d6d4a,,,,,,,,,,,,,
0,814516093,0,0,10,3,5.23,,5.63,9,3,N,a7603d87-fbea-4247-a920-5730e8da1aff,,,,,,,,,,,,,
0,646693606,0,0,25,4,5.13,4,5.75,25,3,K,6ebbe629-1c02-4797-b8ec-231d6e42bdbc,,,,,,,,,,,,,
0,739971410,0,0,26,5,5.06,5,,29,4,N,9d54f537-ee1a-4f76-ad6b-0f7df3e4bca8,,,,,,,,,,,,,
0,689660172,0,0,18,5,5.32,4,4.84,19,3,N,fb1207af-0d56-40e0-8077-f65367f381da,,,,,,,,,,,,,
0,805518374,0,0,19,4,,4,5.21,21,2,K,4fbb74e0-9eae-480d-8df0-1883e3b6a6e6,,,,,,,,,,,,,
0,716789474,0,0,9,2,4.21,W,5.83,11,2,N,ed0a5f5b-f969-47c2-bd2e-a53fc28fc6a2,,,,,,,,,,,,,
0,763525566,1,0,31,4,5,5,4.75,30,3,N,11e80189-2875-4970-8b6d-60398762e5b4,,,,,,,,,,,,,
0,764286154,0,0,24,5,4.83,4,4.41,27,3,N,08d9eea2-2dee-4219-b445-fae6e03b0a26,,,,,,,,,,,,,
0,636067007,0,0,5,4,,4,,10,4,N,38fe05d7-8b06-4788-86d1-74409236e2ce,,,,,,,,,,,,,
0,611937209,1,0,27,4,4.55,4,4.97,30,2,K,cb49a969-ed15-4f42-a946-cc1ca5d3bdbf,,,,,,,,,,,,,
0,782885023,0,0,19,4,5.23,4,5.75,15,3,S,23281159-2e07-4deb-beee-4d6916e8df3d,,,,,,,,,,,,,
0,822110992,0,0,35,5,3.83,5,4.28,35,1,N,48cef8c6-86cb-4f8e-abbb-58f2f4d5373e,,,,,,,,,,,,,
0,684255738,0,0,31,3,4.28,3,3.07,26,1,N,11e84e3a-fa47-4a00-8b6a-6d481a4e7880,,,,,,,,,,,,,
0,806002842,0,0,19,3,4.34,4,3.61,20,3,N,74fe6af1-baaa-49f3-a6e7-35aa1ee56897,,,,,,,,,,,,,
0,769889263,0,0,34,5,3.67,5,4.81,35,2,N,4ccddfbc-2c96-4220-a909-6e5e8672fb6e,,,,,,,,,,,,,
0,661595543,0,0,7,3,5.23,4,5.38,9,3,N,4e1e66c0-b659-44bb-ae54-131984e497fc,,,,,,,,,,,,,
0,812750917,0,0,31,4,4.66,4,4.28,31,2,N,75138074-fc10-47fa-a583-21867d4f1957,,,,,,,,,,,,,
0,666455596,1,0,35,5,5.68,4,4.28,35,1,N,628f2bee-162e-43a0-b254-109c736fdb41,,,,,,,,,,,,,
0,530116518,0,0,33,4,4.55,5,1.5,33,1,N,d3f58095-2a15-433e-afeb-e760650afc71,,,,,,,,,,,,,
0,544093000,1,0,27,4,3.78,3,4.13,26,2,N,2c3d2017-0d95-45fa-91d9-ef0e434f2ebc,,,,,,,,,,,,,
0,796126279,0,0,5,4,5.03,4,5.63,8,3,N,47fc73b6-74c3-4e4e-9324-f1e26c163558,,,,,,,,,,,,,
0,650368553,0,0,31,5,5.48,4,5,32,2,N,4473bfe7-c2ec-417d-83fa-c28c5023ffdb,,,,,,,,,,,,,
0,732346479,0,0,17,4,,4,,14,3,N,4fa23a4e-4e81-4736-a025-71b58816e73f,,,,,,,,,,,,,
0,715640820,0,0,22,4,5.06,4,,25,4,N,07c67e21-7c47-4709-9418-efbab70b05c1,,,,,,,,,,,,,
0,812191464,0,0,24,4,5.13,4,4.97,16,3,N,e4994a05-bcc1-4ce4-adfe-1781fc9145d4,,,,,,,,,,,,,
0,747165698,0,0,16,4,5.03,3,5.04,11,3,K,503c620f-1e1e-495e-955e-18e2336df49c,,,,,,,,,,,,,
0,824407957,0,0,27,3,5.52,3,3.43,28,2,N,4ac2395a-20c4-468b-82dd-24de85117023,,,,,,,,,,,,,
0,820504215,0,0,30,4,5.48,4,5.08,32,2,N,f5fea0a2-284a-4487-98e6-eb192dc3bbcc,,,,,,,,,,,,,
0,732132616,0,0,34,5,4.83,5,5.13,34,2,N,c45f8496-d18f-41d5-b426-5cbf9d1eb1c8,,,,,,,,,,,,,
0,818237247,1,0,29,5,4.55,4,5.25,27,3,N,a64be07e-ec1c-4285-975f-3963e9c928d1,,,,,,,,,,,,,
0,764792186,0,0,35,5,4.45,5,5,34,2,N,e9f2b008-823b-4e3d-99a5-0fcf8255da93,,,,,,,,,,,,,
0,778501260,0,0,16,3,5,3,5.71,11,4,N,1bd07bd1-c1c0-4040-8a33-f62b31fafe65,,,,,,,,,,,,,
0,658499814,0,0,28,5,4.93,5,5.33,26,2,N,089188df-b6f5-4efe-979f-af43c8732f5c,,,,,,,,,,,,,
0,822105510,0,0,25,3,4.66,4,5.92,25,2,N,035b9a81-0b04-48a3-b4da-58ad7e0e4362,,,,,,,,,,,,,
0,820447459,0,0,31,4,,2,5.25,28,3,N,8bcb2e7b-10bf-47c0-bf76-62ee379a9519,,,,,,,,,,,,,
0,727309021,0,0,24,3,5.35,5,5.46,27,3,N,0a69afac-f367-4eac-9b79-1cf8931ff3f4,,,,,,,,,,,,,
0,722941007,0,0,14,4,5,6,5.63,18,4,N,a9be70c8-505b-4726-a71c-3770a3306b55,,,,,,,,,,,,,
0,764116861,0,0,25,4,4.69,5,4.41,24,3,N,d2ea8e05-e7ec-4806-a896-fc48525af544,,,,,,,,,,,,,
0,737865233,0,0,28,3,5.58,3,4.63,32,1,N,05d6447f-965e-48c1-87a8-131ead5cf917,,,,,,,,,,,,,
0,656600126,0,0,26,4,4.24,3,4.59,26,1,N,d7ce9c57-6649-4dc6-b25b-813891cef8c3,,,,,,,,,,,,,
0,781169747,0,0,34,5,5.23,5,5.5,35,3,N,39ffd2ed-707c-4975-823b-41120df95a4c,,,,,,,,,,,,,
0,703350756,1,0,32,4,3.5,5,4.72,30,1,N,edf6587a-b894-4afb-81f7-eab78767f336,,,,,,,,,,,,,
0,725485253,1,0,20,4,4.62,3,4.53,24,3,N,1ab3ff54-589f-4cd4-b65d-1e6f257ccc6f,,,,,,,,,,,,,
0,535048578,0,0,13,,4.93,6,5.46,15,3,N,aff7de52-2f76-45b5-9ccf-5bf767a8deae,,,,,,,,,,,,,
0,711318591,0,0,29,4,4.55,5,5.08,26,2,N,dfdda4b9-fa2d-46e8-b464-fc1dbbd3367b,,,,,,,,,,,,,
0,624635763,0,0,35,5,4.17,5,4.09,35,1,K,5ca0a888-cc4e-4414-a7a8-13f717014b51,,,,,,,,,,,,,
0,818981764,1,0,29,4,4.86,5,4.91,26,3,K,a1191db5-8445-4f69-badd-3a628699a5fd,,,,,,,,,,,,,
0,625286283,0,0,17,3,5.68,4,4.5,18,1,N,84e4043d-e5a7-47a4-b978-5a87e2132df3,,,,,,,,,,,,,
0,719464036,0,0,28,5,4.93,3,4.56,24,1,N,208cb625-d714-4811-9705-5dca58482afb,,,,,,,,,,,,,
0,559909241,0,0,32,4,4.03,5,5.17,32,2,N,811dd2f0-ce1c-4db1-b59f-d4fce52577d3,,,,,,,,,,,,,
0,528297317,0,0,21,3,5.23,,4.88,20,2,K,afeab2ad-f3d2-420e-9fcf-a7358760f1c9,,,,,,,,,,,,,
0,746047834,0,0,24,4,5.32,4,5.5,20,4,N,5124f963-5cfe-4749-b796-f61b1a906b09,,,,,,,,,,,,,
0,775752050,1,0,32,4,4.48,4,5.04,33,1,N,2a8a0c6a-95bf-4d06-88e0-8f5ae949186c,,,,,,,,,,,,,
0,792032411,0,0,12,3,4.79,4,4.5,11,2,N,767bbc10-b103-4c00-904e-c3ed9e120b39,,,,,,,,,,,,,
0,707079219,0,0,32,5,4.93,5,5.04,32,2,N,0421e87f-beb7-4648-9700-502fb8554a30,,,,,,,,,,,,,
0,691904760,0,0,15,,4.97,,4.91,11,2,N,445464b4-d95b-4b64-84c8-ba3969a2be28,,,,,,,,,,,,,
0,789669946,0,0,18,,4.59,4,5,21,2,N,250525d0-04a4-48fe-a587-e51d28c292cc,,,,,,,,,,,,,
0,774542690,0,0,34,5,3.22,4,3.64,32,1,K,cbc23896-317b-4a21-ad0a-21bf33c536bc,,,,,,,,,,,,,
0,801768688,0,0,16,3,4.79,3,2.5,21,3,N,248587db-a693-4cd0-8b6f-d29abf6ba1e9,,,,,,,,,,,,,
0,817537821,0,0,31,5,5.13,4,5.75,33,3,N,486a0d21-eea0-4b33-b7aa-476ffec729fe,,,,,,,,,,,,,
0,578100862,1,0,32,5,4.69,5,5.42,31,2,K,3ba93fa4-ef1a-4440-b5eb-39611ae5c45a,,,,,,,,,,,,,
0,787254936,0,0,30,5,4.72,5,4.34,27,2,N,c64729ba-e9d0-4825-8654-a1e235a6aba8,,,,,,,,,,,,,
0,720586337,0,0,11,4,,3,5.68,16,4,N,7aab03b0-09c9-4919-b67d-fe42ceb20a10,,,,,,,,,,,,,
0,802631351,0,0,22,5,2.5,5,4.84,23,3,N,275e8f5c-3690-44a4-a839-331f3e00b096,,,,,,,,,,,,,
0,743286242,0,0,31,4,4.76,4,5.38,32,1,N,dca0e063-5829-4e68-8005-66c93ec09079,,,,,,,,,,,,,
0,672647089,1,0,34,5,4.52,4,3.04,33,1,N,1ad5b90e-fe47-4fb9-861d-7b7fb0ba895c,,,,,,,,,,,,,
0,811381187,0,0,22,4,4.48,4,5,25,3,K,bbc7305a-0851-4092-9126-71f5074908dd,,,,,,,,,,,,,
0,740850586,1,0,33,5,5.42,5,4,33,2,N,e6a7a9b4-be7f-45f2-b64f-41332d35b49d,,,,,,,,,,,,,
0,742753937,0,0,34,4,5.65,4,2.96,34,1,N,93f8edf5-d13a-4e23-b869-e4bac24b0327,,,,,,,,,,,,,
0,824123900,0,0,34,5,4.07,5,4.56,32,3,N,24e3d319-c22d-4eef-8d7e-921bbf0f4357,,,,,,,,,,,,,
0,722433996,0,0,20,3,5.65,,4.38,18,1,K,dbc96c40-aa58-4f1c-a8f8-29279a2c9f78,,,,,,,,,,,,,
0,700637978,1,0,23,5,5.35,4,5.21,27,3,S,fba04497-1459-4326-89bb-8b3cbd2890e8,,,,,,,,,,,,,
0,806178316,0,0,32,5,4.66,5,5.29,33,3,N,8e52635c-0516-4161-9bc8-1e5837d338cb,,,,,,,,,,,,,
0,668336027,1,0,17,5,5,4,,21,3,N,9da4bd4c-17b5-423d-8c34-d6c6c9cfe04b,,,,,,,,,,,,,
0,687052691,0,0,35,5,3.78,4,4.06,34,1,N,d9fac954-53a7-44ff-93f9-2a2eeb24e534,,,,,,,,,,,,,
0,621868102,0,0,27,2,5.68,3,3.11,27,1,S,ac869749-8405-4ff1-90f0-2633bc9e9b3d,,,,,,,,,,,,,
0,798935827,0,0,22,5,5.06,4,4.75,22,4,N,bcf56f2f-9881-4cce-8bd7-e68b2e713831,,,,,,,,,,,,,
0,741526561,1,0,22,4,4.72,3,4.75,23,3,K,0ee5f460-03bc-4172-ae29-2e0b0e11d60f,,,,,,,,,,,,,
0,670946052,0,0,33,4,4.62,4,4.78,33,2,N,cfe644c9-fa9a-4d5d-ae3b-d3f830ec28aa,,,,,,,,,,,,,
0,712990931,1,0,31,5,5.55,4,5.21,29,2,N,af0282c7-be2c-4419-ba43-96de2080f90d,,,,,,,,,,,,,
0,517042553,0,0,23,3,4.38,4,4.97,24,2,K,377e1444-85fb-49c1-be7c-2fcb70b82c6b,,,,,,,,,,,,,
0,741462731,1,0,30,5,5.35,5,4.75,30,2,N,b5cea2b7-c2a9-4114-9a1e-bb3397249521,,,,,,,,,,,,,
0,735347507,0,0,15,4,5.58,4,5.25,15,3,N,a496d80c-1e50-4b18-8d7f-0d3d543bf816,,,,,,,,,,,,,
0,673744654,1,0,22,4,4.55,3,4.25,22,3,N,1cc32d02-82c8-4aa2-86ff-f23f84b4f549,,,,,,,,,,,,,
0,660257278,0,0,26,4,5.03,4,5.75,24,3,N,422b04ba-8f94-418a-83ce-353096908759,,,,,,,,,,,,,
0,695429318,1,0,23,3,5.26,3,4.78,19,2,N,ca5085c8-4484-4ce6-8d3d-1f6f5f2f5608,,,,,,,,,,,,,
0,746886558,0,0,3,3,5.13,,5.63,6,3,N,96cc416e-c0c3-43a5-851e-cf54d88086c2,,,,,,,,,,,,,
0,823485092,0,0,22,5,5,4,5.71,28,4,N,748af06f-5eff-44ff-9d9f-af35eced22e3,,,,,,,,,,,,,
0,774054756,0,0,26,4,2.5,4,4.34,23,2,N,04a4149d-a564-4636-b328-6a1300a07a9c,,,,,,,,,,,,,
0,632680282,0,0,10,,5.13,,5.38,10,3,N,b8a08d35-0c20-4f35-9a94-17d335e1a937,,,,,,,,,,,,,
0,751963349,1,0,35,5,3.83,5,4.09,35,1,N,be86a2ad-5d58-4a2c-926a-f9a529763e90,,,,,,,,,,,,,
0,711837797,1,0,12,,4.34,3,0.5,18,2,N,b2ff1fdb-6d52-4006-9ee8-ae8bcaeb9a3a,,,,,,,,,,,,,
0,539682420,1,0,4,1,4.86,,4.47,4,2,N,ca5085c8-4484-4ce6-8d3d-1f6f5f2f5608,,,,,,,,,,,,,
0,774588368,0,0,24,5,,5,4.88,30,3,N,86414d46-bd91-449b-b91f-003a2cc208f9,,,,,,,,,,,,,
0,791271965,0,0,34,5,4.93,5,5.13,33,2,N,3b163579-f018-4242-878d-0fa4c4647672,,,,,,,,,,,,,
0,621101753,1,0,11,2,0.5,2,3.21,8,1,N,c7c1fae5-b5a1-4986-81e0-9d3334993094,,,,,,,,,,,,,
0,650033784,0,0,14,3,,6,,18,4,N,669f01cf-7eb8-4388-81d2-0b54fdeb6944,,,,,,,,,,,,,
0,812060015,0,0,29,4,4.17,5,5.21,30,3,N,d5746d21-41a2-428b-a09a-4bf599651dbb,,,,,,,,,,,,,
0,624057874,0,0,29,4,5.48,4,4.28,27,1,N,4e979cac-2504-47f7-9d48-ed07f496dc58,,,,,,,,,,,,,
0,746032122,0,0,25,4,4.24,4,4.38,17,2,N,528dc864-0e74-4d10-9246-faf79f0eb5d8,,,,,,,,,,,,,
0,781153483,0,0,22,4,5.03,3,5.42,23,3,N,35732762-86cd-4824-a4ae-e1155a75b52a,,,,,,,,,,,,,
0,735259089,0,0,20,4,5.23,3,5.29,18,3,K,2108b94c-fd1f-421f-b3f6-6d97e2ca4c7b,,,,,,,,,,,,,
0,649335707,0,0,34,5,3.33,5,3.71,35,1,N,45a9de77-f212-4be5-b053-1a8498a3ddae,,,,,,,,,,,,,
0,732248511,1,0,33,3,4.28,3,3.11,33,1,N,9c1913ed-ffcc-4620-aa00-ede65df8bc7c,,,,,,,,,,,,,
0,719854523,0,0,32,5,,5,,32,4,N,8d52ab30-2773-4eec-a097-d85755fa53fa,,,,,,,,,,,,,
0,809853976,0,0,27,5,4.66,5,5.71,27,3,N,d1bc6a44-ffb5-438b-a646-3a84c70fcbe6,,,,,,,,,,,,,
0,779674532,0,0,26,4,4.59,5,5.58,28,3,N,ad324b75-8080-4fd1-bc06-7bec55041b3b,,,,,,,,,,,,,
0,707213596,0,0,16,4,4.83,6,3.86,15,2,N,15289689-290f-489f-b5f6-15f29884c71d,,,,,,,,,,,,,
0,579406052,0,0,26,4,4.59,3,5.25,29,2,N,feef88fb-f679-4b9c-b201-174a6dc7d184,,,,,,,,,,,,,
0,626832403,1,0,31,3,4.55,5,4.81,33,2,N,d054d15d-347d-49c1-a6b1-40b88d9af8c6,,,,,,,,,,,,,
0,766493007,1,0,23,4,5.29,4,5.42,25,2,N,4824e694-88f4-42d6-90de-2ca3c8494fec,,,,,,,,,,,,,
0,717573164,0,0,16,4,,4,5.25,13,3,N,0f999e50-395c-48b4-b767-111412664e8b,,,,,,,,,,,,,
0,753970243,0,0,35,5,4.66,5,4.75,35,2,N,5416339c-5cf6-4d6b-9cdd-32a2f107d3e9,,,,,,,,,,,,,
0,610064239,0,0,9,1,4.79,,5.42,5,3,K,b92d26d4-ad00-4600-9a22-2227dbde9129,,,,,,,,,,,,,
0,732670732,1,0,29,5,4.24,5,4.91,31,2,N,0f644dec-9019-4690-ae06-4167d2037ccd,,,,,,,,,,,,,
0,794113831,0,0,18,4,5.39,3,5.17,20,3,N,f89511d9-251d-4acb-ac9f-f849ccfe4e41,,,,,,,,,,,,,
0,721794166,0,0,25,4,2.5,3,5.33,25,2,N,1eea5a43-6489-4fd4-b3ba-c3719584e0a4,,,,,,,,,,,,,
0,799532309,0,0,35,5,5.39,W,4.56,35,2,N,3319f230-2253-4c8c-9c6a-ac85c8bfb63f,,,,,,,,,,,,,
0,743705154,0,0,25,5,5.23,4,5.33,22,3,N,5e185012-51f4-467f-be6c-d3471b0c7d06,,,,,,,,,,,,,
0,635415483,0,0,32,3,3.33,4,4.63,34,2,N,07bdb003-7957-4281-bc6c-44316886daed,,,,,,,,,,,,,
0,748290084,0,0,33,5,2.5,5,4.72,32,2,N,d2802fdb-9ded-4151-b221-7fc698bd5ed2,,,,,,,,,,,,,
0,822473800,0,0,23,4,5.23,5,5.75,21,4,N,15aeeb39-b2b8-4efc-b34e-99a11ad07f6f,,,,,,,,,,,,,
0,754519191,0,0,25,5,5.26,4,5.63,27,3,N,6261e354-a17a-46e4-b372-21c50ea2004c,,,,,,,,,,,,,
0,813068331,0,0,28,5,4.76,5,5.46,28,3,N,e6a0a986-f79f-46b8-9bb5-e60677f35499,,,,,,,,,,,,,
0,704537551,1,0,34,5,3.5,4,3.57,33,1,N,8a1a78ea-e7c4-40cf-b6a4-edc934657470,,,,,,,,,,,,,
0,649035152,0,0,9,3,5.06,4,,5,4,N,b66c9554-9d97-4ce3-8405-e46ca1cea693,,,,,,,,,,,,,
0,824790615,0,0,34,5,5.48,5,4.19,33,1,N,76026b90-b984-45e3-821e-0589b296ac47,,,,,,,,,,,,,
0,823986005,0,0,32,4,3.22,5,5.21,31,2,N,3dd78a4d-0115-4691-8d58-0d81ba149875,,,,,,,,,,,,,
0,713486910,0,0,20,4,4.9,3,4.09,13,2,N,5072357f-be49-436b-a980-58fc39fa4a76,,,,,,,,,,,,,
0,783617675,0,0,30,3,3.78,5,4.66,28,2,N,6bce1647-c576-4c22-854c-21694c5837db,,,,,,,,,,,,,
0,675278441,1,0,24,,5.58,3,3.61,24,1,K,740b1d97-dc12-4044-8a26-0bf8bb8958e9,,,,,,,,,,,,,
0,682605081,0,0,35,5,5.29,5,5.04,35,2,K,2798d02f-d06c-47e4-a802-f08fe0c4de6e,,,,,,,,,,,,,
0,665369172,0,0,1,2,5.45,3,5.79,3,3,N,bea2ede4-7133-4d91-95e1-711c6ddef670,,,,,,,,,,,,,
0,712300055,0,0,17,4,5.19,4,5.42,16,3,N,94672113-7407-4c79-a03a-f469acb2bd1d,,,,,,,,,,,,,
0,721316683,1,0,28,3,5.65,5,4.06,31,1,N,c14c611e-a2a9-40a7-b3a0-6a665c9d74d6,,,,,,,,,,,,,
0,817404036,0,0,31,5,4.9,4,5.83,33,3,N,60d4ab5f-05a6-4c3a-abc1-50f7e10dc24c,,,,,,,,,,,,,
0,742655011,0,0,31,5,4.03,5,4.25,30,1,N,aa22db3b-545c-40cd-a58b-0e25aea8c956,,,,,,,,,,,,,
0,610659270,0,0,26,4,4.45,4,5.67,27,3,N,cfe0e7c9-34b6-4a0b-8f32-ae5cf12e30d5,,,,,,,,,,,,,
0,780800494,0,0,21,3,5.1,5,4.69,21,2,N,9e3acfc7-db43-4c9b-a551-24069a2b07eb,,,,,,,,,,,,,
0,779906599,0,0,19,4,5.16,5,5.63,24,4,N,e94c0fa9-cd80-4c6f-be26-bdf3b01c54c3,,,,,,,,,,,,,
0,760347330,0,0,19,4,5.35,5,5.75,20,3,N,1e54c217-bcfe-4ba4-b246-db6ac2a43ce3,,,,,,,,,,,,,
0,818127108,1,0,22,5,5.32,5,5.13,22,3,K,3b579896-0787-4ef8-a37e-755df501f42d,,,,,,,,,,,,,
0,718261494,0,0,24,5,5.13,5,5.13,24,2,N,f3dd8c4c-8fb3-4572-8cce-2cfa66079cfe,,,,,,,,,,,,,
0,774867170,1,0,24,4,4.34,,5.38,26,1,K,b6688fdc-bb5d-4359-8fa5-dc85eeb2b4e1,,,,,,,,,,,,,
0,739129712,1,0,34,5,4.1,5,3.61,35,1,N,ffc63934-69e3-4afb-9e36-d2cca028edac,,,,,,,,,,,,,
0,727925957,0,0,26,4,5.29,4,5,20,4,N,cd00ef10-7431-4ecc-9d6a-56b6696813b2,,,,,,,,,,,,,
0,697467276,1,0,19,3,4.76,,5,19,2,N,a26aafa4-4d2e-4aad-8eba-db3a0156ea8f,,,,,,,,,,,,,
0,728628556,0,0,28,5,5.06,5,5.38,26,4,N,e3b9646c-80b3-45ab-adb8-4fd2e333181a,,,,,,,,,,,,,
0,711956465,1,0,25,3,4.17,3,3.68,19,2,N,f80d3f0e-265d-43fe-9fb4-37a5e29fb4bf,,,,,,,,,,,,,
0,708743974,0,0,35,5,3.83,5,3.5,34,2,N,921f2e76-9bf4-4678-98dc-2b6f85f5f2bd,,,,,,,,,,,,,
0,674185175,1,0,33,5,5.68,4,5.17,33,2,N,841c74ad-751f-43a6-8b4c-eaeb72a30613,,,,,,,,,,,,,
0,562707733,1,0,29,,4.59,3,3.43,25,1,N,2dc8157c-543c-425e-ac9b-46a8fb83bc65,,,,,,,,,,,,,
0,783632400,0,0,32,5,5.45,4,5,33,2,N,f621f1ef-c8c9-47d2-aa9e-f28823d554b3,,,,,,,,,,,,,
0,800444651,0,0,20,3,4.52,W,4.75,16,2,N,30b937d2-7be0-4779-8a25-68b7c8145830,,,,,,,,,,,,,
0,652132033,1,0,19,4,5.03,6,4.94,21,2,N,4f8ff437-a7e4-4934-8300-0d90bf223c13,,,,,,,,,,,,,
0,729665175,1,0,27,4,4.83,4,4,27,2,N,1f007d6f-0d98-4b51-a5fd-43fbcb33b24e,,,,,,,,,,,,,
0,718581745,0,0,19,5,,4,5.63,20,4,N,7bfe0229-19d0-4f8b-9863-4a7d2a0f2ece,,,,,,,,,,,,,
0,791337866,0,0,31,4,3.39,4,4.94,32,1,K,45ce8ded-f5a5-4078-a16a-d4b99d353c7a,,,,,,,,,,,,,
0,621549237,0,0,19,3,4.55,4,4.97,21,3,N,07bdb003-7957-4281-bc6c-44316886daed,,,,,,,,,,,,,
0,813967389,1,0,25,5,4.62,4,4.97,27,3,N,45fae5c1-f63a-48ed-9973-b0df68b25116,,,,,,,,,,,,,
0,702688628,0,0,28,5,4.72,4,,32,3,K,fac9a37e-8733-47c4-8b56-3fb2cb0b9936,,,,,,,,,,,,,
0,664500897,0,0,31,4,4.28,3,3.46,32,1,N,811dd2f0-ce1c-4db1-b59f-d4fce52577d3,,,,,,,,,,,,,
0,805312206,0,0,22,6,5.58,6,4.72,19,2,N,48deb19e-f510-4d1c-8c55-4cc29e03d5ad,,,,,,,,,,,,,
0,773264143,0,0,24,4,,4,5.79,26,3,N,9383c6fc-e36b-4b96-a097-9a9640de31cc,,,,,,,,,,,,,
0,811941537,1,0,16,4,5.03,3,4.53,17,2,N,d334631d-7bb8-4086-bf45-de3ef9ce854c,,,,,,,,,,,,,
0,624779739,0,0,8,2,5.13,,5.33,14,3,N,f3637a11-29a2-48e6-8f87-ccf005381594,,,,,,,,,,,,,
0,624704871,0,0,20,5,,4,,26,4,N,d6599c3f-fe7d-4c37-a08a-cf85b7fc6ce8,,,,,,,,,,,,,
0,824811692,0,0,35,5,4.79,5,4.75,35,3,N,edac0ccb-601f-4589-8f0b-cc2d6d1303af,,,,,,,,,,,,,
0,716983350,1,0,1,3,,4,,1,4,K,b5c1b35f-d4db-463f-becf-ccaf1f7775aa,,,,,,,,,,,,,
0,557825996,0,0,31,4,4.93,4,5.42,31,2,N,762b0329-7405-4d34-8793-8100ee5a36f9,,,,,,,,,,,,,
0,671546391,0,0,33,5,0.5,5,4.75,32,3,N,306765c2-0df8-4d0a-a54e-ad8297a4d61c,,,,,,,,,,,,,
0,678367258,1,0,15,,5.48,,3.61,13,2,K,353e450f-6305-4455-b68b-f89c0a4c9a02,,,,,,,,,,,,,
0,803904674,0,0,29,4,5.71,3,4.09,30,2,N,6c8e8272-7cdd-473a-8790-bc87dee6c97d,,,,,,,,,,,,,
0,746987310,0,0,34,5,4.1,4,4.78,35,1,N,cf8af985-8850-465d-b22b-545462e0506c,,,,,,,,,,,,,
0,553128555,0,0,35,4,3.83,4,4.41,35,2,N,5a33bafc-c5b3-413a-8964-f85503c12101,,,,,,,,,,,,,
0,771000957,0,0,31,5,4.41,5,3.32,28,3,N,f10541d2-1a60-45ee-8291-cbe9a84a3411,,,,,,,,,,,,,
0,651206550,0,0,25,5,5.23,4,4.47,24,3,K,ae199d8f-57e0-4238-97f3-564df9832c89,,,,,,,,,,,,,
0,820865258,0,0,33,5,5.26,5,2.5,33,2,N,63bf9e6d-d7c9-4383-9e4b-120d20ffa38f,,,,,,,,,,,,,
0,699444481,0,0,32,5,4.34,,4.94,31,1,K,b7c37b4d-e17a-476c-8faf-13b81e049225,,,,,,,,,,,,,
0,805590974,1,0,32,4,0.5,5,3.68,33,2,N,052d8004-e099-49f7-b718-688d40196c52,,,,,,,,,,,,,
0,714318411,0,0,16,3,5.55,6,5.71,17,3,N,90f4f983-7e9a-4d41-9434-f0c432d2e6c3,,,,,,,,,,,,,
0,631954673,0,0,11,2,4.52,,5.58,15,3,N,3b85e46b-4826-4b34-b885-b40c0bdcdfff,,,,,,,,,,,,,
0,813256004,0,0,35,2,4.9,2,5.75,35,4,N,51aa62a7-6a0b-4e99-9502-7611ce8ec66c,,,,,,,,,,,,,
0,756345820,0,0,30,4,4.5,4,4.09,27,1,N,7aad6549-b046-4384-a3ed-705755424470,,,,,,,,,,,,,
0,810075455,0,0,33,4,5.48,4,5.08,33,2,N,f0f42464-b942-422f-b3c8-8533c0885055,,,,,,,,,,,,,
0,782772191,0,0,30,5,4.52,5,4.78,28,2,N,a67262ba-8bd8-48e4-ab2f-5c80ee51d7bf,,,,,,,,,,,,,
0,698158034,0,0,34,5,5.35,5,5.63,34,3,N,d8639889-ed24-40f4-a698-f108d6b9d8ac,,,,,,,,,,,,,
0,785460309,0,0,15,4,5.03,4,5.46,16,3,N,7502c7db-cd24-4e96-9f83-acc68ee6ff7c,,,,,,,,,,,,,
0,800812505,0,0,18,4,5,3,4.81,15,3,N,f66a4a12-6b8b-451a-a84e-a1c8a6c85119,,,,,,,,,,,,,
