Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,Ethnicity,Language,SENprovision,SENNeed1,SENNeed2,SENunitIndicator,ResourcedProvisionIndicator,UniqueLearnerNumber,Postcode,SAON,PAON,Street,Locality,Town,AdministrativeArea,postTown,AddressLine1,AddressLine2,AddressLine3,AddressLine4,AddressLine5,NativeID,FSME on Census Day,Age
265276,6bcf4eba-f24b-4f7f-8b9c-a8b7ca21cefc,,,,,,F,,C,2016-09-01 00:00:00,11,WBRI,URD,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,16+
215870,445ce05c-f53f-4636-88ec-39b7d977b0e7,,,,,,M,,C,2016-09-05 00:00:00,9,APKN,ENG,N,,,False,,,,,,,,,,,,,,,,,False,14+
153233,4aa51660-2876-4d01-847c-9311573d15af,,,,,,F,,C,2014-09-01 00:00:00,7,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
162227,e425b9ad-bc9b-44f5-ae11-d68d78894d3b,,,,,,M,,C,2014-09-02 00:00:00,11,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
161296,e66eb9ba-ae6a-43bc-b83a-944d1dd72806,,,,,,M,,C,2017-06-12 00:00:00,8,WBRI,SPA,N,,,,False,,,,,,,,,,,,,,,,False,14+
254324,734bd92a-c2ac-4f8d-8be5-0130553c6520,,,,,,M,,C,2016-09-01 00:00:00,13,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,18+
171560,40719576-7ba7-4962-9846-e1469d94abca,,,,,,M,,C,2013-09-04 00:00:00,11,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
247173,368a359d-616a-431c-a959-409906ea9218,,,,,,F,,C,2014-09-04 00:00:00,9,MWBC,URD,N,,,,,,,,,,,,,,,,,,,,False,18+
268834,53d3adcc-d643-4d54-b2c2-fbf0e8a7d6cf,,,,,,M,,C,2015-09-03 00:00:00,13,AOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
159534,5f516a78-2f9e-468f-9637-439017d8de24,,,,,,F,,C,2014-09-05 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
164990,c27d61d6-d09a-4c84-95ba-8a98a431c822,,,,,,M,,C,2011-09-05 00:00:00,8,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,12+
183515,2df1a391-1f00-4478-a618-d4bbbd14d2a9,,,,,,M,,C,2014-09-04 00:00:00,9,WBRI,URD,N,SPLD,,False,,,,,,,,,,,,,,,,,False,13+
183079,746aa444-4528-4fd0-b45d-d1e724f28e73,,,,,,F,,C,2014-09-01 00:00:00,10,WBRI,ENG,K,,SLCN,,,,,,,,,,,,,,,,,,False,14+
98479,9151f386-0d19-449c-b9cf-8d93e5217297,,,,,,F,,C,2011-09-05 00:00:00,7,APKN,PNJM,N,,,False,False,,,,,,,,,,,,,,,,False,15+
149959,0a144979-2c6b-4c3e-9490-4bae0ae8443b,,,,,,M,,C,2017-09-06 00:00:00,6,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,18+
162024,f49cc93b-0344-4a6a-a1a7-1e78e2adee42,,,,,,F,,C,2016-09-01 00:00:00,7,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
171190,d1a393e2-cb82-4259-8b04-13ddfad79487,,,,,,F,,C,2013-09-04 00:00:00,6,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,12+
125939,127ed9bb-161a-44ba-940b-87f5e8bbc311,,,,,,F,,C,2017-09-06 00:00:00,6,AIND,URD,K,,,,,,,,,,,,,,,,,,,,False,12+
121158,968dc748-3971-408d-872a-560aab2e4788,,,,,,M,,M,2017-11-06 00:00:00,12,ABAN,URD,K,SPLD,,,False,,,,,,,,,,,,,,,,False,16+
199325,5ba8a0ed-007d-469e-aff2-aa1a7fc2abe6,,,,,,F,,C,2017-09-04 00:00:00,7,MWAS,ENG,N,,SLCN,,False,,,,,,,,,,,,,,,,False,11+
220894,5e2170ba-c94a-4a0c-9cd5-e657892efe49,,,,,,F,,C,2017-09-04 00:00:00,9,MWAI,URD,N,,,,,,,,,,,,,,,,,,,,False,12+
171759,5a0ce86f-b99e-452e-a7c5-9146ad42682e,,,,,,M,,C,2016-09-01 00:00:00,10,APKN,ENG,K,SPLD,,False,,,,,,,,,,,,,,,,,False,14+
162273,9534d717-9b3c-4c11-ad08-1571143dc3c5,,,,,,M,,C,2012-09-01 00:00:00,10,APKN,URD,N,SPLD,,,,,,,,,,,,,,,,,,,False,13+
134650,b1bee5fd-f27e-4dee-989c-62f2681af5ae,,,,,,M,,C,2013-09-04 00:00:00,6,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,11+
264879,a0cca5a3-e39f-4f9b-bbc0-d7ed11c5257c,,,,,,M,,C,2015-09-03 00:00:00,11,APKN,ENG,K,SEMH,,,,,,,,,,,,,,,,,,,False,16+
104076,13160988-9ab0-44b3-9e2a-83d940c24be7,,,,,,M,,C,2014-09-04 00:00:00,7,MOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
148489,cce4ebe2-865a-48bc-8ad0-680f53b5fbf6,,,,,,M,,C,2013-09-04 00:00:00,11,WBRI,ENG,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,16+
177231,cfd9dc6a-c26e-46e7-899b-e3a026be7ef7,,,,,,F,,C,2014-09-03 00:00:00,9,OOTH,ENG,K,,,,,,,,,,,,,,,,,,,,False,13+
159291,7011c386-32fa-43d5-8903-62a7e932261d,,,,,,M,,C,2016-09-02 00:00:00,10,WBRI,GRN,N,,,,,,,,,,,,,,,,,,,,False,12+
235820,0b60aa38-185f-40c3-85f8-5d2d50304046,,,,,,F,,C,2014-09-03 00:00:00,14,WBRI,ENG,K,SEMH,,,,,,,,,,,,,,,,,,,False,13+
248311,35c75a5b-ec66-41ab-8d75-40a180da46eb,,,,,,F,,C,2012-09-06 00:00:00,9,WBRI,ENG,N,,,,False,,,,,,,,,,,,,,,,False,16+
115233,cc4f0bfb-5ac5-48bc-b668-72b1b6cb1ca5,,,,,,M,,C,2015-09-01 00:00:00,7,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,10+
170607,79ad19a8-02d5-4e74-b5e9-116fd4b26e85,,,,,,M,,C,2012-09-04 00:00:00,10,MOTH,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,11+
142922,d1414d5c-cb01-4df3-aea3-0112c60e6a85,,,,,,F,,C,2014-09-02 00:00:00,9,WENG,ENG,N,,SLCN,False,True,,,,,,,,,,,,,,,,False,13+
145343,5b8fb77c-e9f1-49eb-b084-a57744db3ba1,,,,,,M,,C,2017-09-04 00:00:00,8,APKN,ENG,N,,,,False,,,,,,,,,,,,,,,,False,11+
218522,4baac60d-89d6-4ab9-92d8-8735ab2fafea,,,,,,M,,C,2012-01-16 00:00:00,9,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,17+
162726,86cca1bc-a90f-470a-85f1-da4e22cac50a,,,,,,F,,C,2016-09-05 00:00:00,8,APKN,ENG,K,SPLD,,,False,,,,,,,,,,,,,,,,False,12+
156327,73537c1c-0de4-41b5-a008-e7424c93090f,,,,,,F,,C,2011-09-07 00:00:00,12,WIRT,ENG,N,SPLD,,,False,,,,,,,,,,,,,,,,False,16+
178009,a3322c2e-2db8-4ee1-b514-e5f43b64d2c7,,,,,,M,,C,2016-09-01 00:00:00,11,APKN,ENG,E,SPLD,,True,False,,,,,,,,,,,,,,,,True,14+
235984,22d14e65-8fe6-4977-ba3a-711c4a278fe2,,,,,,F,,C,2016-09-05 00:00:00,7,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,11+
241254,fe11b7d3-b6d9-453c-8703-6b8f2182151d,,,,,,M,,C,2012-09-01 00:00:00,11,MWAS,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,10+
213637,6981e9d2-d201-4b79-a3a0-ce11146d5ca5,,,,,,F,,C,2016-09-05 00:00:00,12,WENG,ENG,N,MLD,,,,,,,,,,,,,,,,,,,False,14+
162171,7ec06d5a-3ad7-43cd-bc59-61c7f0139397,,,,,,M,,C,2015-09-04 00:00:00,12,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
162769,a2ad26f1-6c04-4c2a-a26e-5d8d178af76b,,,,,,M,,C,2012-09-05 00:00:00,14,APKN,URD,N,,SLCN,,,,,,,,,,,,,,,,,,False,10+
246908,f6b28b4e-9a13-45e5-ac53-4e856bedaabb,,,,,,M,,C,2014-09-05 00:00:00,10,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
174189,26de7d2c-c990-4938-b501-4a5a0932ec39,,,,,,M,,C,2017-11-29 00:00:00,7,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
162335,5ccff640-0914-4410-885e-0017c282825a,,,,,,M,,C,2013-09-05 00:00:00,13,CHNE,ENG,N,,,False,,,,,,,,,,,,,,,,,False,14+
158053,9a659c5e-04e8-4958-b353-6861ed5d837c,,,,,,M,,C,2015-09-04 00:00:00,6,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
137451,4efe44dc-3334-4276-bbde-19283e715e74,,,,,,M,,C,2011-09-07 00:00:00,8,APKN,URD,K,MLD,,,,,,,,,,,,,,,,,,,False,16+
141012,e3e11b48-33e3-4f2a-b74b-5aa0c1a85006,,,,,,M,,C,2017-09-01 00:00:00,7,WBRI,URD,N,,,,True,,,,,,,,,,,,,,,,False,11+
180506,6b2a48ae-f7ee-4590-b45c-0d3df746b9cc,,,,,,F,,C,2011-09-07 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
200461,d27b74d1-f824-4ee4-8646-e63a654ce54a,,,,,,M,,C,2011-09-07 00:00:00,12,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,14+
205913,491064f0-8672-46bb-a6fc-47299156f8cf,,,,,,M,,C,2014-09-04 00:00:00,8,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
138894,6126a2ea-6656-42eb-801b-851d14720e0f,,,,,,F,,C,2014-09-04 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
216927,01572f77-f179-4613-9535-a4bf050ed59e,,,,,,M,,C,2015-09-01 00:00:00,11,WOTH,URD,N,,,False,False,,,,,,,,,,,,,,,,False,11+
270740,68ea4fdc-bf35-429e-abe0-5c236d1bb836,,,,,,F,,C,2011-09-05 00:00:00,11,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,16+
128572,0d0b3740-4a98-4fb6-a513-e9ebf301f47e,,,,,,M,,C,2011-09-09 00:00:00,6,AIND,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,10+
203291,1ba9b72e-1343-451b-b81c-d70134abd804,,,,,,M,,C,2016-09-05 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
254600,3b24c045-96f5-4f3f-8773-21fd0f876e72,,,,,,F,,M,2011-09-05 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
136776,1b41bc3e-1988-4003-be9b-883388e21e65,,,,,,M,,C,2012-09-04 00:00:00,7,MWBC,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
145608,44f75043-8f0b-4ed5-9920-5a96477a1443,,,,,,M,,C,2011-09-01 00:00:00,8,WBRI,ENG,N,,SLCN,True,True,,,,,,,,,,,,,,,,False,14+
171891,07bd5f2b-c4ea-4080-9a8a-1b3914ef4804,,,,,,M,,C,2016-09-05 00:00:00,8,WOTH,URD,N,,SLCN,,,,,,,,,,,,,,,,,,False,12+
232655,6192cb23-78af-49a7-868b-05e01d989a6f,,,,,,M,,C,2016-12-05 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,True,18+
159912,78f70f74-296b-442c-b08e-1f816ffa863d,,,,,,F,,C,2015-09-04 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
168099,1adad4df-7463-4cd3-a4af-9d7f6d0e873f,,,,,,M,,C,2015-02-26 00:00:00,7,APKN,PNJ,K,,,False,,,,,,,,,,,,,,,,,False,14+
174003,6f14886c-2af5-420a-b044-7b06f76f447a,,,,,,F,,C,2013-09-05 00:00:00,14,OOTH,ENG,N,,,False,,,,,,,,,,,,,,,,,False,12+
130574,8cd03b3f-d1e6-4976-a8b2-fd047643d233,,,,,,M,,C,2013-09-03 00:00:00,8,WBRI,ARA,N,,,False,False,,,,,,,,,,,,,,,,False,13+
192334,f4b78f96-0b1b-493a-9a4e-f14eb34d5a5d,,,,,,M,,C,2011-01-10 00:00:00,11,WOTH,PNJ,N,,,,True,,,,,,,,,,,,,,,,False,18+
167280,b7d6c0c7-a856-4a69-92f2-e94e3850037b,,,,,,F,,C,2017-09-04 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
101214,a03d78bc-9e2b-42a9-8f78-172e2c838d6e,,,,,,F,,C,2012-09-04 00:00:00,6,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,13+
206647,2930db18-2995-4b1d-b476-48788abe1383,,,,,,F,,C,2016-09-01 00:00:00,8,AIND,TAM,N,,,,False,,,,,,,,,,,,,,,,False,13+
173093,63348c3f-0739-4445-958a-a55a9aba20c5,,,,,,M,,C,2012-09-05 00:00:00,6,WOTH,URD,N,,,,,,,,,,,,,,,,,,,,True,10+
156392,9efeb783-764e-4831-8abe-b42a49fb5d09,,,,,,M,,C,2014-09-03 00:00:00,9,APKN,ENG,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,12+
188366,80c31588-cf01-41c1-828c-7d1c2181ae15,,,,,,F,,C,2011-09-07 00:00:00,10,APKN,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,10+
114057,6660a45b-8f22-4291-a7f5-76d1116b88af,,,,,,M,,C,2016-09-01 00:00:00,8,MOTH,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,12+
99189,328bcf50-59ba-4247-ae19-ceaf8020f80b,,,,,,M,,C,2013-09-02 00:00:00,9,WBRI,ENG,N,SPLD,SLCN,False,,,,,,,,,,,,,,,,,False,18+
141038,aeb842d1-9d58-4895-b5a8-9d0ab427d3ce,,,,,,F,,C,2015-10-01 00:00:00,8,AIND,URD,E,SPLD,,False,False,,,,,,,,,,,,,,,,True,17+
176257,1f36037b-a867-4f5e-96d0-cf0094ced5e8,,,,,,M,,C,2015-09-04 00:00:00,8,WBRI,ENG,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,15+
237419,b084e71b-e5e5-43ad-b86d-2b26424804ae,,,,,,F,,C,2016-09-01 00:00:00,12,APKN,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,16+
227810,a6f4ed8e-bebf-49a2-8aff-c004cd10baff,,,,,,M,,C,2011-09-07 00:00:00,6,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
218674,3e7f5566-0193-49ef-a76c-e253a980868e,,,,,,F,,C,2014-09-04 00:00:00,6,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
238601,f52bdde4-77e0-4b68-94c2-1fec58dd7687,,,,,,M,,C,2015-09-01 00:00:00,10,WBRI,ENG,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,14+
174007,2f0f7215-251c-4b47-bd3c-361d5be9ff07,,,,,,M,,C,2011-09-07 00:00:00,12,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
137533,d34a945b-5892-4a00-8dac-445efa740552,,,,,,F,,C,2015-09-01 00:00:00,7,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
108524,b53948a9-0298-4661-b0cc-002bb59b7be1,,,,,,M,,C,2011-09-06 00:00:00,7,WBRI,ENG,K,SPLD,,,,,,,,,,,,,,,,,,,True,16+
170102,dccbeb50-f28a-4b4a-90de-f35a83187f7a,,,,,,F,,C,2011-09-12 00:00:00,7,WENG,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
177306,d8d1b70f-75f8-4279-9c0a-ead3dbabf6ac,,,,,,M,,C,2016-01-27 00:00:00,11,AIND,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,16+
242088,6f7575b5-edef-42fe-8b3c-29ba66c5b7e9,,,,,,F,,C,2011-09-05 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
163697,5f1cc6fb-302c-401f-a151-74b23f228c8f,,,,,,M,,C,2011-09-05 00:00:00,9,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
162956,8c0056d7-1809-45c2-93ec-c719eb8e69f1,,,,,,M,,C,2017-05-15 00:00:00,10,APKN,URD,N,,,,False,,,,,,,,,,,,,,,,False,16+
156156,418101de-6a44-464e-94d7-8ae83cfd2c7a,,,,,,F,,C,2013-04-15 00:00:00,11,WENG,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
151405,3002cf93-ac5d-4d58-8215-04d5129a1d14,,,,,,M,,C,2012-09-05 00:00:00,7,WOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,10+
111815,13d14e64-e22c-46a4-a118-aee5d7bd6fb7,,,,,,M,,C,2014-09-02 00:00:00,6,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
56375,f3ea683d-b77e-49a3-8fc2-348bff44ec94,,,,,,F,,C,2017-06-20 00:00:00,7,WOTH,HIN,K,,,False,False,,,,,,,,,,,,,,,,False,15+
234142,1515dd51-0396-4aff-abab-be3d165b1ea1,,,,,,F,,C,2016-09-01 00:00:00,11,MWAS,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,10+
174316,5c9b3f2d-680c-4b0e-88dc-0ccf181df844,,,,,,F,,C,2015-09-01 00:00:00,9,WBRI,ENG,N,,SLCN,,False,,,,,,,,,,,,,,,,False,10+
166880,6378000f-7230-4bf5-b675-e54df7a4d145,,,,,,M,,C,2013-09-05 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
125585,716df953-4d44-459d-b34b-71dbe092da58,,,,,,F,,C,2014-11-24 00:00:00,8,BOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
179414,8b5d8f32-573d-4f04-ace2-0d475c706e1f,,,,,,F,,C,2017-09-06 00:00:00,8,APKN,ENG,K,,,False,,,,,,,,,,,,,,,,,False,13+
174181,90cc73d8-a12e-46d9-bae6-b7ffe33ff859,,,,,,M,,C,2010-09-02 00:00:00,10,WBRI,URD,N,,SLCN,,,,,,,,,,,,,,,,,,False,15+
197850,044e4b03-5443-42a6-bece-a8db9e95aa4d,,,,,,M,,C,2013-09-05 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
168010,36178cfe-09ae-4f0a-9031-78399314cbe5,,,,,,F,,C,2014-11-24 00:00:00,6,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
171318,68730532-0540-4963-b8aa-e92129bb8742,,,,,,F,,C,2016-09-05 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,18+
92757,41cbdb38-8890-418c-8eec-f76f14b5481a,,,,,,M,,C,2016-09-05 00:00:00,7,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,12+
212707,b2e6a540-087f-41c6-ad9b-fbd448420d58,,,,,,M,,C,2011-09-07 00:00:00,12,APKN,TAM,N,,,,,,,,,,,,,,,,,,,,False,16+
139305,6cbbf4df-58f4-43dd-a768-3b518256e666,,,,,,F,,C,2014-09-08 00:00:00,7,WBRI,ENG,N,,SLCN,False,False,,,,,,,,,,,,,,,,False,13+
191838,ccf9c44c-0c50-4c65-ba00-1f23421e9b83,,,,,,M,,C,2013-09-05 00:00:00,8,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
122521,31db5769-ea9a-4b82-bbad-98aeb21f7010,,,,,,F,,C,2014-09-04 00:00:00,8,WBRI,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,12+
134910,0045cb21-e482-45d5-8b28-9413de5087fc,,,,,,M,,C,2011-09-07 00:00:00,8,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,10+
152844,29bae8b6-8049-4355-951b-668125f48d45,,,,,,M,,C,2013-09-05 00:00:00,9,MWBA,TGL,N,SPLD,SLCN,,,,,,,,,,,,,,,,,,False,10+
228133,4b79fa96-4b9a-4773-a38b-e7ab8d938481,,,,,,M,,C,2014-09-02 00:00:00,11,WBRI,ENG,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,14+
197784,0bb7ce9e-1136-49ce-a593-e77067160062,,,,,,M,,C,2015-09-04 00:00:00,9,APKN,GER,N,,,,,,,,,,,,,,,,,,,,False,10+
139844,53187cb6-1c70-450b-b540-250d3f518cc5,,,,,,M,,C,2015-02-04 00:00:00,10,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,17+
108469,fa6d9b90-d4e6-47ca-af24-6ee762ef5484,,,,,,M,,C,2015-09-04 00:00:00,10,WOTH,ENG,K,,SEMH,,,,,,,,,,,,,,,,,,False,11+
186876,fb6b97b2-1e1b-4dcd-b31b-9cd21a34f720,,,,,,F,,C,2017-09-06 00:00:00,8,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
166078,7edb5d9e-192d-4027-966c-d44e754edf6e,,,,,,M,,C,2014-09-04 00:00:00,7,BOTH,PNJM,N,,,,,,,,,,,,,,,,,,,,False,12+
207794,9685bafd-539e-4050-bd93-f92be0633e4a,,,,,,F,,M,2017-09-06 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
163495,d80880f2-b7d4-4e21-ab2b-aab5bcabb452,,,,,,F,,C,2014-09-04 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,True,12+
214314,6e4ff573-c08c-402c-81d6-d0f033f0dd43,,,,,,M,,C,2013-09-03 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
113484,243cddae-445f-41fc-abc8-634e8ea04fd2,,,,,,M,,C,2015-09-04 00:00:00,9,WBRI,ENG,K,SPLD,,,,,,,,,,,,,,,,,,,True,17+
131260,af453471-3b6e-42d7-aead-dd8e742435a0,,,,,,M,,C,2016-09-01 00:00:00,10,MWBC,URD,K,,,False,False,,,,,,,,,,,,,,,,False,17+
123716,6f556ec7-5173-4a8e-ab98-007f07d8b0b3,,,,,,M,,C,2017-09-06 00:00:00,12,APKN,ENG,N,,SLCN,False,,,,,,,,,,,,,,,,,False,15+
175507,cbe4925c-ff7e-4f8b-9548-bff94bda1800,,,,,,F,,C,2014-09-05 00:00:00,8,APKN,ENG,N,SPLD,,False,,,,,,,,,,,,,,,,,False,10+
252359,639c0139-5103-484e-b008-467650abf349,,,,,,M,,C,2015-09-01 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
163691,9aecd393-d3b5-4c5a-8c72-342e81bf6395,,,,,,F,,C,2017-09-04 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
157684,9e11bdf1-d968-46b7-ad4c-730c0eaaba66,,,,,,F,,C,2017-09-06 00:00:00,9,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
203877,7d926e66-50d0-41fa-b196-7468f5207120,,,,,,F,,C,2014-09-04 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
145117,36b5b549-4f98-4ffa-ba05-f259af1c2708,,,,,,F,,C,2015-09-03 00:00:00,7,AOTH,TAM,N,,,False,,,,,,,,,,,,,,,,,False,11+
178186,9fce0304-d161-4d14-9e6e-18bb13527d2d,,,,,,F,,C,2017-09-06 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
226381,7271b96b-2336-4156-851a-4074daad3cd0,,,,,,M,,C,2014-09-04 00:00:00,14,APKN,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,15+
190650,c51b8398-d1c0-4788-a547-0a8bac0b2481,,,,,,M,,C,2015-09-03 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
258492,ffa13046-26bf-46a3-bac8-2ba4445d0a2b,,,,,,F,,C,2014-09-04 00:00:00,12,APKN,ENG,N,,,False,,,,,,,,,,,,,,,,,False,16+
111948,d3533bda-608a-4188-aa35-5623fc21725f,,,,,,M,,C,2017-09-01 00:00:00,6,WOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
201362,2814b7d7-5d1f-47d2-b996-55c2562b3282,,,,,,M,,C,2012-09-06 00:00:00,13,WBRI,ENG,K,,,False,False,,,,,,,,,,,,,,,,False,18+
154135,e68f403f-ad4b-4885-bf35-edb705960cde,,,,,,M,,C,2013-09-05 00:00:00,7,WBRI,HIN,N,,,,,,,,,,,,,,,,,,,,False,12+
43876,e5003671-749c-4ed7-b3a8-86d0af68688e,,,,,,M,,C,2017-09-04 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
199311,15691f41-cd4c-4ec4-925a-0eb28b3d191c,,,,,,M,,C,2015-09-03 00:00:00,13,AOTH,ENG,N,,,False,,,,,,,,,,,,,,,,,False,16+
215489,342f1143-c05a-4123-80b1-5898500372e5,,,,,,M,,M,2014-09-04 00:00:00,13,AIND,URD,N,,,,False,,,,,,,,,,,,,,,,False,15+
189654,ff56697e-f1e5-4b94-bf01-832185e0f4f9,,,,,,M,,C,2014-09-04 00:00:00,6,WBRI,TAM,N,,,False,False,,,,,,,,,,,,,,,,False,11+
179870,b0a8bd8d-d200-40a9-b34b-1c9ea5debb6b,,,,,,M,,C,2011-09-07 00:00:00,6,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
212677,fcc681fb-0235-4775-8608-a30072fbecbc,,,,,,F,,C,2014-09-04 00:00:00,12,WBRI,ENG,K,,,,,,,,,,,,,,,,,,,,False,11+
192625,1172c4bd-a937-412a-9674-ab1c8c31299b,,,,,,M,,C,2013-09-05 00:00:00,7,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,12+
227262,db4afb7f-51bb-47b7-b928-4a81ab8715e3,,,,,,M,,C,2015-09-04 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
205800,41aecb3d-b8b1-4dde-afce-a8dddf6a10a9,,,,,,M,,C,2014-09-04 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
172378,e9e43269-dcbf-425f-a227-e1f7b7037166,,,,,,F,,C,2016-09-05 00:00:00,9,WBRI,URD,K,,,,,,,,,,,,,,,,,,,,False,11+
179305,77c1b8f3-19b7-46b4-b4df-66e2feb56e25,,,,,,M,,C,2015-09-02 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
92870,3653f445-f6b4-4de7-ad9f-0b8104a62f31,,,,,,M,,C,2016-09-05 00:00:00,8,NOBT,ENG,N,,,False,,,,,,,,,,,,,,,,,False,11+
133796,7957ab66-41cd-420d-b973-81905a188606,,,,,,F,,C,2017-09-06 00:00:00,7,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,11+
183531,1cc4b180-bc43-4730-a77b-6e95f3a5a3bc,,,,,,M,,C,2016-09-28 00:00:00,11,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
100764,08b0d5e7-4871-4046-9529-801c5e8593fb,,,,,,F,,C,2016-09-05 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
252405,ca5f6f09-2004-498c-b768-b3376293ad88,,,,,,M,,M,2014-09-03 00:00:00,7,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
